"Job_ID","Pipeline_ID","Scan_Type","Severity","Vulnerability_Count","Arrival_Time_Min","Service_Time_Min","Risk_Score","Developer_Experience","Code_Change_Size"
345,"PL-0215","DAST","High",4,831.52,5.87,80.08,"Intermediate","Medium"
346,"PL-0054","DAST","Low",1,834.71,6.28,20.53,"Intermediate","Large"
347,"PL-0057","DAST","Critical",7,835.65,7.01,100,"Junior","Medium"
348,"PL-0027","DAST","Low",1,840.88,5.28,28.68,"Intermediate","Large"
349,"PL-0226","IaC","Medium",7,841.26,4.61,62.68,"Junior","Medium"
350,"PL-0080","SAST","High",6,845.62,5.41,81.53,"Intermediate","Medium"
351,"PL-0110","DAST","High",5,846.98,6.44,72.18,"Intermediate","Small"
352,"PL-0217","IaC","High",3,847.54,3.76,76.58,"Intermediate","Small"
353,"PL-0015","SAST","Low",1,847.58,4.31,39.86,"Intermediate","Medium"
354,"PL-0241","SAST","Medium",4,847.79,5.09,51.21,"Intermediate","Small"
355,"PL-0023","SAST","Low",3,853.12,3.57,29.48,"Intermediate","Small"
356,"PL-0266","SCA","Medium",4,859.68,4.38,50.07,"Senior","Small"
357,"PL-0141","IaC","Low",1,865.87,3.99,31.3,"Intermediate","Small"
358,"PL-0062","IaC","Medium",4,867.47,4.33,49.91,"Junior","Large"
359,"PL-0257","SCA","Critical",14,870.8,5.91,100,"Intermediate","Small"
360,"PL-0267","Container","High",5,871.16,5.55,88.81,"Intermediate","Small"
361,"PL-0282","IaC","High",9,871.86,4.08,87.31,"Senior","Small"
362,"PL-0250","DAST","Medium",1,874.23,5.88,56.83,"Intermediate","Small"
363,"PL-0074","DAST","Low",2,876.22,5.73,21.59,"Junior","Medium"
364,"PL-0123","Container","Low",1,879.82,5.42,24.09,"Intermediate","Medium"
365,"PL-0100","DAST","Low",1,898.17,6.11,32.08,"Junior","Medium"
366,"PL-0198","SAST","Medium",2,900.54,2.07,41.42,"Intermediate","Small"
367,"PL-0091","SCA","Medium",7,900.82,2.97,56.69,"Junior","Medium"
368,"PL-0212","SAST","High",7,901.98,4.61,63.81,"Junior","Small"
369,"PL-0281","SAST","Low",1,903.9,1.56,22.55,"Junior","Small"
370,"PL-0024","Container","Low",2,905.14,4.9,15.74,"Junior","Large"
371,"PL-0080","Container","Low",1,907.62,3.71,17.78,"Junior","Medium"
372,"PL-0016","SAST","Medium",2,911.98,4.26,36.43,"Intermediate","Medium"
373,"PL-0243","DAST","Medium",5,913.5,6.68,55.08,"Senior","Small"
374,"PL-0003","SAST","Low",1,914.92,2.15,28.13,"Junior","Large"
375,"PL-0224","Container","Medium",6,918.22,5.95,56.57,"Intermediate","Small"
376,"PL-0149","DAST","Medium",5,924.82,5.77,53.1,"Senior","Medium"
377,"PL-0231","IaC","High",6,929.06,6.54,68.62,"Senior","Small"
378,"PL-0195","SCA","High",2,929.71,2.27,63.72,"Junior","Medium"
379,"PL-0010","Container","High",7,931.06,5.87,82.89,"Junior","Small"
380,"PL-0135","SCA","Critical",10,931.68,4.55,100,"Intermediate","Medium"
381,"PL-0147","SAST","Medium",3,935.86,2.92,47.18,"Intermediate","Medium"
382,"PL-0170","DAST","Low",2,937.81,6.03,37.88,"Senior","Large"
383,"PL-0174","Container","Medium",1,940.33,3.38,43.11,"Intermediate","Medium"
384,"PL-0158","SCA","Low",1,944.01,3.24,19.91,"Junior","Medium"
385,"PL-0107","SCA","Low",3,950.24,4.59,25.5,"Intermediate","Small"
386,"PL-0227","DAST","Medium",4,950.49,6.81,57.8,"Intermediate","Small"
387,"PL-0042","DAST","Medium",4,953.59,6.78,66.3,"Senior","Medium"
388,"PL-0243","SAST","High",8,964.68,3.78,87.28,"Intermediate","Small"
389,"PL-0098","SCA","High",9,964.71,4.37,80.08,"Senior","Small"
390,"PL-0213","SAST","Low",4,966.34,1.97,21.75,"Junior","Medium"
391,"PL-0171","SAST","High",10,966.7,5,88.93,"Junior","Large"
392,"PL-0254","SAST","Medium",7,967.28,4.22,48.83,"Intermediate","Small"
393,"PL-0026","SAST","Low",2,970.34,3.79,19.09,"Intermediate","Small"
394,"PL-0097","Container","Low",2,980.23,4.71,23.22,"Intermediate","Small"
395,"PL-0117","SAST","High",2,981.32,2.62,63.85,"Junior","Medium"
396,"PL-0134","SCA","Medium",3,987.65,3.34,58.16,"Junior","Medium"
397,"PL-0279","SAST","Medium",4,987.78,4.12,52.59,"Junior","Small"
398,"PL-0252","IaC","Medium",5,987.87,3.94,44.28,"Junior","Medium"
399,"PL-0173","SAST","Low",1,993,3.57,16.13,"Intermediate","Large"
400,"PL-0239","SCA","Critical",7,1001.96,3.99,98.24,"Intermediate","Small"
401,"PL-0085","DAST","High",4,1004.54,5.23,74.27,"Intermediate","Small"
402,"PL-0033","IaC","Low",1,1004.89,2.17,25.21,"Intermediate","Small"
403,"PL-0104","DAST","Critical",8,1004.96,6.27,100,"Intermediate","Medium"
404,"PL-0173","IaC","High",8,1006.45,4.29,82.57,"Intermediate","Small"
405,"PL-0130","SAST","Low",2,1006.49,4.53,15.17,"Intermediate","Medium"
406,"PL-0256","SCA","Low",3,1006.77,3.44,26.55,"Junior","Large"
407,"PL-0126","SCA","Medium",5,1008.13,2.16,48.3,"Senior","Medium"
408,"PL-0035","Container","High",9,1009.61,5.84,79.32,"Junior","Medium"
409,"PL-0156","Container","High",5,1010.61,5.1,70.34,"Intermediate","Medium"
410,"PL-0045","SAST","Low",5,1013.52,4.97,37.82,"Intermediate","Small"
411,"PL-0144","DAST","Medium",5,1017.13,6.17,48.76,"Junior","Medium"
412,"PL-0237","DAST","Medium",7,1018.39,7.31,67.65,"Senior","Medium"
413,"PL-0136","Container","Medium",3,1020.17,5.75,32.55,"Senior","Small"
414,"PL-0249","SAST","Medium",5,1026.84,3.05,54.32,"Intermediate","Medium"
415,"PL-0253","Container","Low",1,1028.91,6.1,27.17,"Junior","Medium"
416,"PL-0102","SAST","Low",2,1030.41,3.48,26.89,"Intermediate","Small"
417,"PL-0102","Container","Medium",5,1033.95,6.53,53.71,"Intermediate","Medium"
418,"PL-0095","Container","Medium",4,1033.98,5.75,33.98,"Junior","Medium"
419,"PL-0256","SAST","Critical",13,1034.46,5.93,100,"Intermediate","Small"
420,"PL-0233","Container","Medium",3,1037.07,5.58,55.47,"Junior","Medium"
421,"PL-0010","Container","Medium",1,1043.69,4.03,53.44,"Intermediate","Small"
422,"PL-0188","Container","High",4,1045.08,5.96,70.93,"Junior","Small"
423,"PL-0161","DAST","Medium",1,1045.53,6.27,47.74,"Junior","Small"
424,"PL-0214","Container","Critical",7,1046.63,5.03,94.05,"Intermediate","Large"
425,"PL-0271","SAST","Medium",2,1061.58,2.97,46.82,"Intermediate","Medium"
426,"PL-0068","SCA","High",7,1062.85,4.78,77.71,"Intermediate","Small"
427,"PL-0103","DAST","Medium",5,1064.08,6.9,48.85,"Junior","Small"
428,"PL-0138","SCA","Low",2,1064.65,4.47,26.48,"Intermediate","Small"
429,"PL-0200","Container","Low",4,1066.43,5.59,30.85,"Junior","Small"
430,"PL-0223","IaC","Low",1,1067.79,4.93,23.69,"Junior","Large"
431,"PL-0173","Container","Medium",3,1071.98,4.59,46.84,"Intermediate","Small"
432,"PL-0084","SCA","High",9,1078.22,5.41,86.29,"Junior","Small"
433,"PL-0183","SCA","High",11,1079,4.23,83.01,"Intermediate","Small"
434,"PL-0120","SAST","Low",4,1081.94,3.75,37.67,"Junior","Small"
435,"PL-0176","IaC","Medium",5,1087.65,3.6,51.75,"Intermediate","Small"
436,"PL-0008","SAST","High",10,1089.23,4.17,80.68,"Junior","Medium"
437,"PL-0105","Container","Low",3,1091.79,4.9,18.25,"Junior","Small"
438,"PL-0176","SAST","Medium",2,1096.96,3.49,48.36,"Junior","Medium"
439,"PL-0075","SAST","Low",2,1099.6,3.6,25.56,"Senior","Medium"
440,"PL-0141","SAST","High",5,1111.16,3.82,81.53,"Junior","Large"
441,"PL-0103","Container","High",7,1116.19,6.18,81.01,"Junior","Small"
442,"PL-0018","SAST","Medium",3,1119.35,5.15,43.19,"Senior","Medium"
443,"PL-0133","SCA","Medium",5,1120.33,2.58,53.94,"Intermediate","Small"
444,"PL-0031","SAST","Medium",3,1120.37,4.31,54.64,"Junior","Medium"
445,"PL-0020","SAST","Medium",3,1121.8,3.83,53.34,"Junior","Medium"
446,"PL-0210","DAST","High",5,1122.83,6.55,80.47,"Intermediate","Small"
447,"PL-0103","SAST","Critical",6,1123.89,3.58,100,"Intermediate","Medium"
448,"PL-0241","DAST","High",5,1126.07,4.86,71.3,"Senior","Medium"
449,"PL-0195","Container","Critical",6,1128.54,6.05,100,"Junior","Small"
450,"PL-0240","SCA","Medium",2,1129.12,2.53,44.26,"Senior","Small"
451,"PL-0264","SCA","High",4,1132.61,3.93,97.06,"Intermediate","Medium"
452,"PL-0275","SAST","Low",1,1133.78,2.16,13.02,"Junior","Medium"
453,"PL-0114","DAST","Low",2,1135.31,6.32,18.71,"Intermediate","Medium"
454,"PL-0266","SAST","Medium",3,1137.94,3.71,53.52,"Junior","Small"
455,"PL-0207","SAST","Medium",7,1139.18,6.47,54.84,"Junior","Small"
456,"PL-0268","Container","Medium",4,1142.2,4.71,46.31,"Intermediate","Small"
457,"PL-0163","SCA","Low",2,1144.84,4.3,29.98,"Junior","Small"
458,"PL-0180","Container","Low",3,1146.78,6.09,32.42,"Junior","Medium"
459,"PL-0112","SCA","Medium",3,1150.68,2.77,61.96,"Junior","Large"
460,"PL-0032","Container","High",8,1151.24,5.86,77.5,"Senior","Small"
461,"PL-0189","Container","Medium",5,1152.19,5.08,36.48,"Senior","Small"
462,"PL-0054","Container","High",4,1153.87,5.49,82.06,"Intermediate","Medium"
463,"PL-0129","SCA","High",5,1155.56,3.68,80.74,"Intermediate","Small"
464,"PL-0007","DAST","Medium",4,1156.3,5.31,58.26,"Intermediate","Large"
465,"PL-0203","DAST","Low",4,1158.66,6.52,29.45,"Intermediate","Small"
466,"PL-0011","Container","Medium",9,1163.41,7.14,51.88,"Intermediate","Small"
467,"PL-0077","Container","Medium",3,1164.01,6.38,45.74,"Senior","Large"
468,"PL-0101","DAST","Medium",3,1167.55,5.07,52.46,"Intermediate","Medium"
469,"PL-0226","IaC","Medium",5,1172.64,3.9,61.57,"Intermediate","Small"
470,"PL-0143","Container","Low",3,1175.32,4.8,30.61,"Junior","Medium"
471,"PL-0037","IaC","Low",1,1175.84,3.4,16.85,"Intermediate","Small"
472,"PL-0256","IaC","High",4,1179.25,3.9,73.63,"Intermediate","Large"
473,"PL-0177","DAST","Critical",5,1180.63,5.58,100,"Junior","Medium"
474,"PL-0210","SAST","Medium",6,1183.33,4.35,47.97,"Junior","Small"
475,"PL-0118","SAST","High",3,1185.37,4.79,61.24,"Intermediate","Small"
476,"PL-0273","IaC","Low",3,1194.72,3.52,27.41,"Intermediate","Small"
477,"PL-0039","SCA","Medium",4,1198.86,3.09,47.4,"Intermediate","Small"
478,"PL-0204","SCA","Low",1,1206.98,3.41,22.59,"Senior","Small"
479,"PL-0222","SCA","High",4,1207.91,3.56,70.29,"Junior","Small"
480,"PL-0163","SCA","High",9,1210.2,4.5,83.07,"Intermediate","Small"
481,"PL-0148","IaC","Low",2,1212.7,4.06,13.53,"Junior","Medium"
482,"PL-0008","Container","High",9,1215.35,5.9,78.84,"Senior","Small"
483,"PL-0276","IaC","Medium",4,1215.61,3.52,44.55,"Senior","Small"
484,"PL-0156","SCA","Critical",10,1216.64,3.43,100,"Intermediate","Large"
485,"PL-0097","SCA","Medium",7,1217.22,3.05,66.82,"Senior","Medium"
486,"PL-0184","SAST","Low",1,1218.67,4.32,13.36,"Junior","Medium"
487,"PL-0046","SCA","Low",2,1220.54,2.89,20.9,"Intermediate","Medium"
488,"PL-0248","SCA","Low",2,1220.85,3.07,14.64,"Intermediate","Medium"
489,"PL-0184","SAST","Critical",6,1221.28,4.05,100,"Junior","Small"
490,"PL-0098","Container","High",10,1225.14,5.88,87,"Intermediate","Medium"
491,"PL-0069","DAST","Medium",8,1228.02,7.26,56.79,"Intermediate","Small"
492,"PL-0268","SAST","Critical",7,1229.35,4.3,100,"Intermediate","Large"
493,"PL-0259","DAST","Medium",6,1229.97,5.69,49.42,"Junior","Small"
494,"PL-0018","DAST","High",4,1230.43,5.41,76.23,"Junior","Small"
495,"PL-0242","IaC","High",6,1231.69,4.39,78.14,"Senior","Small"
496,"PL-0178","SAST","Low",2,1237.6,2.45,18.85,"Junior","Small"
497,"PL-0115","SAST","High",4,1239.9,4.33,67.07,"Junior","Small"
498,"PL-0030","IaC","Medium",1,1241.41,2.21,44.15,"Senior","Medium"
499,"PL-0148","Container","High",5,1243.2,5.17,87.79,"Intermediate","Medium"
500,"PL-0162","Container","Medium",2,1244.56,4.06,56.72,"Junior","Large"
501,"PL-0277","SCA","Medium",8,1253.68,5.45,66.04,"Junior","Small"
502,"PL-0180","SAST","Low",2,1256.51,4.33,32.91,"Senior","Medium"
503,"PL-0083","DAST","Low",1,1260.33,5.87,12.72,"Intermediate","Large"
504,"PL-0125","Container","Critical",10,1265.4,7.01,99.83,"Senior","Small"
505,"PL-0235","IaC","Low",2,1267.87,4.54,20.08,"Intermediate","Large"
506,"PL-0082","Container","Medium",4,1268.67,4.14,54.32,"Junior","Medium"
507,"PL-0040","SAST","High",7,1269.82,3.9,73.6,"Senior","Small"
508,"PL-0280","DAST","Critical",10,1272.56,7.61,100,"Senior","Small"
509,"PL-0157","Container","High",7,1273.46,5.47,65.9,"Senior","Small"
510,"PL-0278","SCA","High",3,1275.87,3.58,72.63,"Intermediate","Small"
511,"PL-0215","SAST","Medium",4,1279.43,4.44,42.64,"Senior","Medium"
512,"PL-0236","SAST","Low",4,1281.23,4.14,19.76,"Intermediate","Medium"
513,"PL-0148","DAST","High",5,1285.25,7.72,70.48,"Intermediate","Medium"
514,"PL-0179","SAST","Medium",6,1285.9,4.41,58.31,"Intermediate","Large"
515,"PL-0295","SAST","Low",3,1291.12,3.85,17.59,"Junior","Medium"
516,"PL-0009","SAST","High",7,1291.86,5.04,85.34,"Intermediate","Small"
517,"PL-0190","IaC","Medium",3,1293.6,3.74,48.12,"Intermediate","Medium"
518,"PL-0019","Container","Medium",3,1295.5,3.94,52.59,"Intermediate","Small"
519,"PL-0021","IaC","High",7,1299.2,4.24,76.19,"Intermediate","Medium"
520,"PL-0177","SCA","Medium",6,1304.4,2.73,52.28,"Junior","Medium"
521,"PL-0115","DAST","Medium",4,1315.04,6.26,48.23,"Junior","Medium"
522,"PL-0092","SAST","Low",1,1315.48,3.2,19.98,"Senior","Small"
523,"PL-0185","SCA","Low",3,1315.74,1.6,24.26,"Junior","Small"
524,"PL-0155","SAST","Critical",5,1315.86,3.85,100,"Intermediate","Medium"
525,"PL-0154","DAST","Medium",2,1317.05,5.69,41.95,"Junior","Medium"
526,"PL-0057","Container","Medium",1,1319.99,5.98,42.28,"Senior","Small"
527,"PL-0213","SAST","Medium",3,1320.94,4.4,40.94,"Intermediate","Large"
528,"PL-0232","SAST","Medium",4,1325.03,4.64,53.51,"Intermediate","Small"
529,"PL-0291","SAST","Medium",6,1325.78,4.74,55.78,"Junior","Small"
530,"PL-0186","SCA","Medium",1,1327.98,0.93,42.5,"Intermediate","Large"
531,"PL-0013","Container","Low",4,1333.81,5.61,23,"Intermediate","Medium"
532,"PL-0098","SAST","Medium",4,1334.76,4.73,47.28,"Intermediate","Medium"
533,"PL-0228","SAST","Medium",4,1338.19,2.96,47.17,"Intermediate","Small"
534,"PL-0297","SAST","Low",2,1339.24,3.24,43.59,"Junior","Small"
535,"PL-0110","SAST","Medium",3,1344.51,2.89,34.01,"Intermediate","Small"
536,"PL-0027","DAST","Low",3,1349.98,6.23,25.7,"Intermediate","Small"
537,"PL-0256","SCA","Medium",5,1351.74,3.51,58.11,"Senior","Small"
538,"PL-0065","SAST","Low",3,1352.31,4.78,18.92,"Junior","Medium"
539,"PL-0078","IaC","Critical",9,1357.58,4.41,100,"Senior","Small"
540,"PL-0244","Container","Low",3,1358.82,5.77,21.83,"Senior","Large"
541,"PL-0058","DAST","Low",4,1362.35,5.71,35.72,"Intermediate","Small"
542,"PL-0245","SCA","Medium",2,1362.93,3.32,50.07,"Senior","Small"
543,"PL-0028","DAST","High",12,1364.35,6.26,94.97,"Junior","Large"
544,"PL-0288","SAST","High",8,1364.68,3.65,79.21,"Intermediate","Small"
545,"PL-0158","SAST","Medium",4,1367.01,3.7,54.81,"Junior","Small"
546,"PL-0165","Container","Low",2,1369.08,5.39,23.91,"Senior","Small"
547,"PL-0245","IaC","Medium",7,1373.5,5.13,63.02,"Junior","Small"
548,"PL-0152","Container","Medium",1,1379.86,4.31,53.61,"Intermediate","Small"
549,"PL-0172","SCA","Medium",5,1384.71,3.09,45.14,"Junior","Small"
550,"PL-0034","IaC","Medium",4,1384.72,3.37,57.47,"Intermediate","Small"
551,"PL-0125","IaC","High",8,1385.72,5.22,84.72,"Intermediate","Medium"
552,"PL-0284","Container","Medium",1,1387.75,5.47,40.96,"Intermediate","Medium"
553,"PL-0018","SAST","Medium",5,1390.35,3.83,53.74,"Intermediate","Large"
554,"PL-0150","SCA","Critical",5,1390.89,3.32,93.42,"Intermediate","Medium"
555,"PL-0154","SCA","Medium",3,1395.11,4.06,55.77,"Intermediate","Medium"
556,"PL-0049","IaC","Medium",3,1395.74,3.96,63.2,"Junior","Medium"
557,"PL-0212","SCA","Low",2,1397.13,4.6,28.26,"Intermediate","Medium"
558,"PL-0030","SAST","High",4,1397.26,3.71,67.23,"Junior","Large"
559,"PL-0072","DAST","Medium",3,1400.37,5.75,41.87,"Junior","Small"
560,"PL-0058","SAST","Critical",11,1401.74,4.76,100,"Intermediate","Medium"
561,"PL-0166","SCA","Medium",5,1402.04,3.35,56.45,"Junior","Large"
562,"PL-0099","SCA","Low",2,1404.14,4.46,19.23,"Senior","Medium"
563,"PL-0175","Container","Medium",2,1407.9,4.9,51.5,"Junior","Large"
564,"PL-0004","SCA","High",4,1408.56,2.09,69.74,"Senior","Small"
565,"PL-0041","SAST","Medium",7,1408.77,3.65,47.36,"Junior","Medium"
566,"PL-0198","DAST","Low",1,1409.89,6.92,14.45,"Intermediate","Medium"
567,"PL-0276","SCA","Low",4,1410.44,2.78,34.26,"Junior","Medium"
568,"PL-0137","Container","Critical",6,1410.57,4.92,100,"Intermediate","Medium"
569,"PL-0092","SCA","Medium",7,1410.8,4.27,35.91,"Senior","Small"
570,"PL-0152","SCA","High",6,1415.16,3.29,78.24,"Junior","Small"
571,"PL-0150","Container","High",7,1416.17,7.08,85.72,"Intermediate","Medium"
572,"PL-0267","SAST","Medium",5,1416.61,4.09,48.06,"Senior","Small"
573,"PL-0210","SAST","Medium",3,1418.41,4.9,45.45,"Junior","Small"
574,"PL-0147","DAST","Critical",7,1419.06,6.43,90.32,"Junior","Medium"
575,"PL-0296","SAST","Critical",7,1419.31,3.55,100,"Senior","Medium"
576,"PL-0242","DAST","Critical",7,1421.32,6.89,100,"Junior","Large"
577,"PL-0225","Container","Low",1,1425,3.37,21.45,"Junior","Medium"
578,"PL-0166","SAST","Medium",5,1425.57,3.98,57.79,"Junior","Large"
579,"PL-0034","Container","Medium",2,1426.22,3.14,44.57,"Intermediate","Medium"
580,"PL-0238","DAST","Low",1,1433.68,6.2,26.93,"Junior","Small"
581,"PL-0229","SAST","Low",1,1435.56,4.97,11.07,"Intermediate","Medium"
582,"PL-0001","Container","High",5,1436.27,5.52,85.04,"Junior","Medium"
583,"PL-0057","SAST","Medium",7,1440.54,4.9,48.04,"Senior","Medium"
584,"PL-0196","DAST","Low",2,1444.53,5.85,22.4,"Senior","Small"
585,"PL-0071","SCA","Medium",3,1450.83,4.42,49.51,"Junior","Small"
586,"PL-0142","Container","Low",1,1454.35,3.73,27.12,"Intermediate","Medium"
587,"PL-0010","SCA","Low",3,1455.15,1.29,28.33,"Senior","Small"
588,"PL-0069","SAST","High",4,1455.62,4.45,84.42,"Intermediate","Small"
589,"PL-0166","DAST","High",2,1456.16,6.51,77.39,"Intermediate","Small"
590,"PL-0133","DAST","Low",1,1458.03,4.63,18.58,"Junior","Small"
591,"PL-0277","Container","Medium",7,1466.16,5.94,53.82,"Intermediate","Small"
592,"PL-0063","SAST","Medium",2,1471.23,3.84,47.93,"Senior","Medium"
593,"PL-0242","IaC","Low",1,1473.32,2.5,24.51,"Senior","Small"
594,"PL-0035","DAST","Medium",4,1473.53,5.96,47.39,"Junior","Medium"
595,"PL-0259","Container","Medium",8,1479.61,5.37,54.28,"Intermediate","Small"
596,"PL-0201","IaC","Low",1,1481.69,3.15,15.76,"Junior","Small"
597,"PL-0091","IaC","Medium",1,1482.25,3.43,35.75,"Senior","Small"
598,"PL-0285","SAST","High",7,1483.41,4.07,91.89,"Intermediate","Medium"
599,"PL-0219","SAST","Low",1,1483.55,3.92,25.86,"Intermediate","Small"
600,"PL-0298","IaC","High",5,1484.36,4.5,75.74,"Senior","Large"
601,"PL-0017","SAST","Medium",3,1484.9,4.37,53.41,"Intermediate","Small"
602,"PL-0020","IaC","Medium",6,1488.43,4.31,63.03,"Intermediate","Medium"
603,"PL-0076","SAST","Medium",2,1490.05,4.87,39.97,"Intermediate","Medium"
604,"PL-0088","SCA","Medium",5,1490.13,2.38,58.65,"Intermediate","Large"
605,"PL-0158","SAST","Medium",7,1490.67,4.86,47,"Junior","Medium"
606,"PL-0214","SCA","High",5,1490.92,4.76,81.09,"Senior","Medium"
607,"PL-0179","Container","High",7,1492.56,5.8,82.63,"Intermediate","Small"
608,"PL-0112","SAST","Medium",3,1493.22,3.57,49.24,"Senior","Large"
609,"PL-0161","SAST","Low",2,1495.36,3.62,13.55,"Senior","Medium"
610,"PL-0106","SCA","High",7,1497.99,3.07,78.25,"Intermediate","Medium"
611,"PL-0135","DAST","Low",1,1498.05,4.43,24.75,"Intermediate","Medium"
612,"PL-0025","DAST","High",8,1498.64,5.79,96.17,"Intermediate","Medium"
613,"PL-0024","Container","High",6,1499.22,7.09,70.97,"Intermediate","Small"
614,"PL-0255","SAST","High",7,1501.14,5.72,68.78,"Senior","Small"
615,"PL-0292","Container","Medium",4,1501.43,5.51,43.37,"Junior","Small"
616,"PL-0264","SCA","Low",2,1501.75,1.08,20.5,"Senior","Medium"
617,"PL-0206","Container","Medium",5,1505.25,4.48,48.12,"Senior","Medium"
618,"PL-0145","SCA","High",2,1505.26,1.56,62.98,"Senior","Large"
619,"PL-0186","IaC","Low",3,1510.89,1.92,10.76,"Junior","Large"
620,"PL-0241","SCA","Medium",4,1512.28,3.39,63.26,"Intermediate","Medium"
621,"PL-0145","Container","Low",2,1515.93,4.12,22.75,"Senior","Small"
622,"PL-0080","Container","Medium",1,1518.35,3.06,41.22,"Intermediate","Small"
623,"PL-0180","Container","Low",3,1528.16,5.43,20.05,"Senior","Medium"
624,"PL-0025","IaC","Low",2,1530.63,3.9,36.1,"Senior","Small"
625,"PL-0195","SAST","Medium",7,1530.93,3.84,64.58,"Senior","Medium"
626,"PL-0142","SCA","Low",1,1531.2,4.44,16.44,"Junior","Medium"
627,"PL-0056","DAST","Low",3,1532.47,5.87,34.85,"Intermediate","Medium"
628,"PL-0172","SAST","Critical",8,1540.96,4.38,100,"Senior","Small"
629,"PL-0183","SCA","Low",4,1544.87,3.23,29.1,"Junior","Large"
630,"PL-0238","DAST","Medium",2,1548.56,5.52,49.84,"Intermediate","Large"
631,"PL-0067","SAST","High",8,1549.61,4.7,63.96,"Intermediate","Medium"
632,"PL-0164","Container","Medium",4,1551.32,3.96,50.74,"Senior","Medium"
633,"PL-0291","Container","High",8,1553.18,6.04,73.41,"Intermediate","Small"
634,"PL-0039","Container","Low",4,1554.65,5.47,22.28,"Intermediate","Medium"
635,"PL-0188","Container","Medium",3,1555.17,6.66,53.38,"Junior","Small"
636,"PL-0248","DAST","Critical",14,1559,6.81,98.72,"Intermediate","Small"
637,"PL-0293","DAST","Critical",9,1559.14,7.21,100,"Junior","Medium"
638,"PL-0285","SAST","Low",1,1561.92,3.64,14.69,"Junior","Large"
639,"PL-0300","DAST","High",7,1565.04,6.29,71.77,"Senior","Small"
640,"PL-0300","DAST","Medium",1,1566.28,6.01,42.83,"Intermediate","Small"
641,"PL-0012","DAST","Low",1,1567.58,6.96,30.53,"Intermediate","Medium"
642,"PL-0111","Container","Medium",1,1572.32,3.89,52.09,"Junior","Medium"
643,"PL-0137","IaC","Low",5,1572.63,4.57,17.83,"Intermediate","Small"
644,"PL-0088","DAST","Critical",5,1576.08,5.94,100,"Intermediate","Small"
645,"PL-0195","IaC","High",5,1576.49,2.91,70.26,"Intermediate","Small"
646,"PL-0131","SAST","Critical",14,1577.86,5.29,100,"Junior","Medium"
647,"PL-0154","Container","Medium",1,1582.85,4.46,46.99,"Senior","Medium"
648,"PL-0256","SAST","High",8,1586.56,4.09,84.18,"Intermediate","Medium"
649,"PL-0237","SCA","Medium",5,1587.33,3.97,52.76,"Junior","Medium"
650,"PL-0224","SCA","Critical",8,1588.16,4.61,100,"Intermediate","Small"
651,"PL-0079","SAST","Medium",6,1590.58,4.29,55.06,"Senior","Large"
652,"PL-0091","SAST","High",8,1592.24,5.33,86.99,"Junior","Medium"
653,"PL-0045","DAST","Low",2,1599.04,7.3,24.43,"Junior","Small"
654,"PL-0147","IaC","Medium",9,1599.93,4.9,67.5,"Senior","Small"
655,"PL-0066","SAST","High",6,1600.93,4.78,78.58,"Junior","Medium"
656,"PL-0165","SCA","High",7,1602.92,4.15,74.52,"Intermediate","Small"
657,"PL-0105","SCA","High",9,1603.75,4.08,80.69,"Junior","Large"
658,"PL-0253","SCA","High",11,1605.79,4.57,85.53,"Intermediate","Medium"
659,"PL-0178","DAST","Medium",4,1609.62,5.78,41.15,"Junior","Medium"
660,"PL-0033","DAST","Medium",2,1610.48,4.75,36.8,"Senior","Medium"
661,"PL-0082","SCA","Low",1,1621.53,2.01,15.66,"Intermediate","Medium"
662,"PL-0062","DAST","High",3,1624.88,4.56,78.71,"Intermediate","Small"
663,"PL-0101","Container","Medium",4,1625.96,4.74,65.5,"Intermediate","Medium"
664,"PL-0099","DAST","Medium",6,1627.83,6.69,52.33,"Junior","Small"
665,"PL-0298","IaC","High",9,1631.84,4.47,74.62,"Junior","Small"
666,"PL-0056","IaC","Low",3,1632.13,3.71,20.14,"Intermediate","Small"
667,"PL-0153","IaC","Medium",4,1637.62,3.75,49.02,"Intermediate","Medium"
668,"PL-0167","Container","Medium",6,1638.12,4.66,62.49,"Junior","Medium"
669,"PL-0014","IaC","High",7,1638.83,5.03,78.25,"Senior","Small"
670,"PL-0061","IaC","Low",3,1640.98,4.22,19.72,"Senior","Small"
671,"PL-0074","IaC","High",13,1641.42,4.96,87.11,"Intermediate","Medium"
672,"PL-0074","Container","Low",1,1641.62,4.82,21.58,"Junior","Large"
673,"PL-0169","SAST","High",5,1644.91,4.89,99.2,"Junior","Small"
674,"PL-0167","SAST","Medium",6,1645.17,4.98,65.24,"Senior","Medium"
675,"PL-0070","SCA","High",4,1645.61,0.9,79.9,"Intermediate","Small"
676,"PL-0264","SAST","High",11,1646.27,6.18,97.87,"Junior","Medium"
677,"PL-0159","IaC","Low",4,1652.06,4.04,17.3,"Intermediate","Medium"
678,"PL-0090","DAST","Critical",12,1658.52,6.79,98.92,"Senior","Small"
679,"PL-0190","DAST","High",3,1664.21,5.3,82.48,"Senior","Small"
680,"PL-0280","SAST","Critical",4,1670.06,4.52,98.4,"Intermediate","Small"
681,"PL-0293","DAST","High",10,1678.04,8.51,93.78,"Junior","Small"
682,"PL-0084","Container","Critical",9,1684.82,6.99,100,"Intermediate","Medium"
683,"PL-0011","IaC","Critical",6,1685.88,3.75,87.26,"Intermediate","Medium"
