"Threat","Type","Direction","Vector","Pattern","Medium","Speed","Impact","Mutation","Attack_Strength","Speed_N","Impact_N","Attack_N","Propagation_Score","Risk_Level"
"Rogue_Employee","External","Forward","Cloud","Linear","Wireless",75.55,66.26,0.86,75.32,0.735291139240506,0.442897930049964,0.662979571499751,0.597,"Medium"
"Data_Leak","Internal","Forward","Network","Random","Wireless",55.96,71.58,0.06,46.57,0.536911392405063,0.480870806566738,0.376482311908321,0.466,"Medium"
"Data_Leak","Internal","Backward","Cloud","Random","Wired",54.63,37.65,0.1,74.68,0.523443037974684,0.238686652391149,0.656601893373194,0.449,"Medium"
"Data_Leak","Internal","Upward","Email","Random","Hybrid",41.95,65.2,0.74,58.32,0.395037974683544,0.435331905781585,0.493572496263079,0.441,"Medium"
"Supply_Chain","Internal","Cross","API","Circular","Wired",39.85,64.56,0.02,60.53,0.373772151898734,0.430763740185582,0.515595416043847,0.439,"Medium"
"No_Encryption","External","Downward","Email","Linear","Wired",39.23,41.94,0.29,88.97,0.367493670886076,0.269307637401856,0.799003487792726,0.458,"Medium"
"Weak_Password","Internal","Cross","Email","Circular","Hybrid",36.94,51.74,0.83,48.6,0.344303797468354,0.33925767309065,0.396711509715994,0.358,"Medium"
"Hacker_Active","External","Backward","API","Linear","Wireless",41.9,52.54,0.18,75.71,0.39453164556962,0.344967880085653,0.666865969108121,0.456,"Medium"
"Insider_Malware","External","Upward","Email","Circular","Wired",40.66,86.54,0.4,49.81,0.381974683544304,0.587651677373305,0.408769307424016,0.472,"Medium"
"Insider_Malware","Internal","Cross","Cloud","Circular","Hybrid",57.93,81.16,0.3,60.37,0.556860759493671,0.549250535331906,0.514000996512207,0.541,"Medium"
"Hacker_Active","External","Cross","Network","Circular","Hybrid",61.56,83.89,0.99,58.15,0.593620253164557,0.568736616702356,0.491878425510713,0.553,"Medium"
"Insider_Malware","External","Downward","USB","Random","Wired",74.05,98.12,0.45,89.12,0.720101265822785,0.670306923625982,0.800498256103637,0.724,"High"
"Hacker_Active","Internal","Cross","USB","Random","Wired",13.27,63.57,0.62,79.08,0.104607594936709,0.423697359029265,0.700448430493274,0.411,"Medium"
"Insider_Malware","Internal","Forward","Email","Linear","Wireless",57.43,93.66,0.51,61.13,0.55179746835443,0.638472519628837,0.521574489287494,0.577,"Medium"
"Supply_Chain","Internal","Forward","USB","Random","Hybrid",45.22,64.69,0.49,62.01,0.428151898734177,0.43169164882227,0.53034379671151,0.46,"Medium"
"No_Encryption","Internal","Cross","API","Linear","Wireless",46,93.12,0.44,61.23,0.436050632911392,0.634618129907209,0.522571001494768,0.541,"Medium"
"Supply_Chain","External","Upward","Network","Random","Hybrid",25.37,44.94,0.04,39.33,0.227139240506329,0.290720913633119,0.304334828101644,0.276,"Low"
"Insider_Malware","External","Cross","Cloud","Random","Wireless",49.51,57.92,0.2,34.74,0.471594936708861,0.383369022127052,0.258594917787743,0.372,"Medium"
"Data_Leak","External","Upward","USB","Linear","Hybrid",38.36,88.27,0.21,57.19,0.358683544303798,0.6,0.482311908320877,0.492,"Medium"
"Virus","External","Cross","USB","Linear","Wireless",55.34,103.15,0.6,56.92,0.530632911392405,0.706209850107066,0.479621325361236,0.586,"Medium"
"Weak_Password","Internal","Cross","Email","Linear","Wireless",33.31,69.22,0.08,49.1,0.307544303797468,0.464025695931478,0.401694070752367,0.398,"Medium"
"Hacker_Passive","External","Downward","Cloud","Circular","Wired",101.69,63.37,0.6,46.62,1,0.422269807280514,0.376980568011958,0.582,"Medium"
"Hacker_Active","External","Backward","Cloud","Linear","Hybrid",38.27,82.52,1,59.21,0.357772151898734,0.558957887223412,0.502441454907823,0.482,"Medium"
"Supply_Chain","External","Backward","Network","Linear","Wireless",45.77,67.59,0.58,86.76,0.433721518987342,0.452391149179158,0.776980568011958,0.544,"Medium"
"Data_Leak","Internal","Forward","Email","Random","Hybrid",31.57,70.27,0.1,54.73,0.289924050632911,0.47152034261242,0.457797708021923,0.413,"Medium"
"Virus","Internal","Upward","Cloud","Random","Hybrid",45.12,75.04,0.38,76.91,0.427139240506329,0.505567451820129,0.678824115595416,0.534,"Medium"
"AI_Attack","External","Cross","Network","Random","Wireless",82.01,91.79,0.73,56.3,0.800708860759494,0.625124910778016,0.473442949676134,0.632,"High"
"Data_Leak","Internal","Downward","Network","Random","Hybrid",44.2,48.69,0.56,64.64,0.417822784810127,0.317487508922198,0.55655206776283,0.419,"Medium"
"Hacker_Active","External","Upward","Email","Circular","Wireless",59.15,61.17,0.91,92.61,0.569215189873418,0.406566738044254,0.835276532137519,0.584,"Medium"
"Hacker_Passive","External","Backward","USB","Linear","Hybrid",35.9,82.01,0.07,64.42,0.333772151898734,0.555317630264097,0.554359740906826,0.489,"Medium"
"Virus","Internal","Upward","API","Circular","Wired",73.08,27.12,0.37,50.27,0.710278481012658,0.163526052819415,0.413353263577479,0.402,"Medium"
"Insider_Malware","Internal","Cross","USB","Linear","Hybrid",57.03,95.91,0.24,34.4,0.547746835443038,0.654532476802284,0.255206776283009,0.503,"Medium"
"Hacker_Active","External","Downward","Email","Linear","Hybrid",39.25,57.03,0.56,52.3,0.367696202531646,0.377016416845111,0.433582461385152,0.391,"Medium"
"Supply_Chain","External","Cross","API","Circular","Wired",53.46,49.11,0.06,74.97,0.511594936708861,0.320485367594575,0.65949177877429,0.48,"Medium"
"Supply_Chain","External","Upward","API","Random","Wired",44.2,73.35,0.14,53.02,0.417822784810127,0.493504639543183,0.440757349277529,0.455,"Medium"
"Data_Leak","Internal","Cross","Email","Random","Hybrid",57.63,114.68,0.18,72.23,0.553822784810127,0.788508208422555,0.632187344294968,0.671,"High"
"Rogue_Employee","Internal","Cross","Cloud","Random","Hybrid",37.86,56.55,0.5,56.39,0.353620253164557,0.373590292648109,0.474339810662681,0.398,"Medium"
"No_Encryption","External","Upward","Cloud","Linear","Wireless",56.95,40.11,0.37,38.96,0.54693670886076,0.256245538900785,0.300647732934728,0.357,"Medium"
"Data_Leak","Internal","Backward","Network","Linear","Hybrid",73.75,67.34,0.36,31.56,0.71706329113924,0.450606709493219,0.226905829596413,0.463,"Medium"
"Supply_Chain","Internal","Backward","Email","Random","Wired",68.94,93.4,0.98,44.85,0.668354430379747,0.636616702355461,0.359342301943199,0.563,"Medium"
"Hacker_Passive","Internal","Downward","Network","Linear","Hybrid",54.57,64.46,0.23,60.11,0.522835443037975,0.430049964311206,0.511410064773294,0.482,"Medium"
"Insider_Malware","Internal","Cross","API","Random","Wireless",55.01,81.99,0.51,52.55,0.527291139240506,0.555174875089222,0.436073741903338,0.511,"Medium"
"Weak_Password","External","Downward","USB","Linear","Wired",56.32,93.13,0.72,48.19,0.540556962025316,0.634689507494647,0.392625809666168,0.534,"Medium"
"No_Encryption","Internal","Backward","Network","Random","Wired",63.48,35.72,0.42,61.34,0.613063291139241,0.224910778015703,0.52366716492277,0.431,"Medium"
"Data_Leak","External","Downward","API","Random","Wireless",55.79,82,0.2,43.61,0.535189873417722,0.55524625267666,0.346985550572995,0.487,"Medium"
"Hacker_Active","Internal","Upward","Network","Random","Wired",59.09,59.66,0.27,74.53,0.568607594936709,0.395788722341185,0.655107125062282,0.525,"Medium"
"Supply_Chain","External","Upward","USB","Circular","Hybrid",59.57,68.81,0.06,51.03,0.57346835443038,0.461099214846538,0.420926756352765,0.483,"Medium"
"Supply_Chain","Internal","Forward","Network","Random","Wired",53.42,114.9,0.21,57.39,0.511189873417722,0.790078515346181,0.484304932735426,0.615,"High"
"Rogue_Employee","External","Downward","Email","Linear","Wired",60.81,75.05,0.79,46.45,0.586025316455696,0.505638829407566,0.375286497259592,0.491,"Medium"
"Supply_Chain","External","Backward","Email","Circular","Wired",50.87,86.22,0.33,68.21,0.485367088607595,0.585367594575303,0.592127553562531,0.557,"Medium"
"No_Encryption","Internal","Downward","Email","Random","Hybrid",65.17,50.21,0.58,65.62,0.630177215189873,0.328336902212705,0.566317887394121,0.49,"Medium"
"Virus","External","Upward","Cloud","Linear","Wired",43.58,78.6,0.88,53.33,0.411544303797468,0.530977872947894,0.44384653712008,0.469,"Medium"
"Hacker_Passive","Internal","Cross","Network","Circular","Hybrid",52.91,67.53,0.05,30.46,0.506025316455696,0.451962883654533,0.215944195316393,0.397,"Medium"
"Hacker_Active","External","Forward","Cloud","Random","Wired",50.49,65.36,0.87,62.4,0.481518987341772,0.436473947180585,0.53423019431988,0.479,"Medium"
"Hacker_Active","Internal","Forward","Network","Circular","Wired",33.89,81.16,0.24,66.39,0.313417721518987,0.549250535331906,0.573991031390135,0.486,"Medium"
"Hacker_Passive","External","Downward","Network","Circular","Wired",67.98,39.91,0.38,67.36,0.658632911392405,0.254817987152034,0.583657199800698,0.475,"Medium"
"Hacker_Active","Internal","Cross","USB","Linear","Wireless",32.56,97.81,0.8,75.74,0.299949367088608,0.668094218415418,0.667164922770304,0.557,"Medium"
"Hacker_Passive","Internal","Cross","Cloud","Circular","Hybrid",69.58,115.65,0.54,47.7,0.674835443037975,0.795431834403997,0.387742899850523,0.637,"High"
"Rogue_Employee","External","Backward","USB","Linear","Hybrid",33.97,61.18,0.16,48.92,0.314227848101266,0.406638115631692,0.399900348779273,0.377,"Medium"
"Hacker_Active","Internal","Upward","USB","Circular","Hybrid",35.27,80.38,0.59,40.81,0.327392405063291,0.543683083511777,0.319083208769307,0.411,"Medium"
"AI_Attack","Internal","Forward","Cloud","Linear","Wireless",62.91,111.08,0.78,72.86,0.607291139240506,0.762812276945039,0.638465371200797,0.679,"High"
"Hacker_Passive","External","Downward","Network","Linear","Hybrid",48.77,52.36,0.34,53.11,0.464101265822785,0.343683083511777,0.441654210264076,0.409,"Medium"
"Hacker_Passive","External","Forward","Email","Circular","Hybrid",22.32,70.94,0.37,48.03,0.196253164556962,0.476302640970735,0.391031390134529,0.367,"Medium"
"Supply_Chain","External","Upward","Network","Circular","Hybrid",72.55,116.17,0.44,59.31,0.704911392405063,0.79914346895075,0.503437967115097,0.682,"High"
"Data_Leak","External","Forward","Cloud","Random","Wireless",12.67,51.49,0.08,57.14,0.0985316455696203,0.337473233404711,0.48181365221724,0.309,"Medium"
"Insider_Malware","External","Cross","Network","Random","Wired",39.61,89.11,0.51,50.47,0.371341772151899,0.605995717344754,0.415346287992028,0.478,"Medium"
"Weak_Password","Internal","Downward","Cloud","Linear","Wireless",27.19,79.47,0.68,89.5,0.245569620253165,0.537187723054961,0.804285002491281,0.53,"Medium"
"Insider_Malware","Internal","Forward","Cloud","Circular","Hybrid",41.48,62.74,0.86,48.89,0.390278481012658,0.417773019271949,0.39960139511709,0.404,"Medium"
"Insider_Malware","External","Upward","Cloud","Linear","Wired",51.33,77.24,0.01,77.12,0.490025316455696,0.521270521056388,0.680916791230693,0.56,"Medium"
"Weak_Password","External","Backward","API","Circular","Wireless",45,63.36,0.55,69,0.425924050632911,0.422198429693076,0.6,0.477,"Medium"
"AI_Attack","External","Forward","USB","Circular","Hybrid",41.32,85.21,0.26,87.25,0.388658227848101,0.578158458244111,0.781863477827603,0.582,"Medium"
"Virus","Internal","Downward","USB","Circular","Wired",47.54,59.81,0.79,61.65,0.451645569620253,0.396859386152748,0.526756352765321,0.452,"Medium"
"AI_Attack","External","Forward","Cloud","Linear","Hybrid",54.04,34.86,0.47,60.14,0.51746835443038,0.218772305496074,0.511709018435476,0.396,"Medium"
"No_Encryption","External","Cross","Cloud","Random","Wired",37.16,86.26,0.96,50.76,0.34653164556962,0.585653104925054,0.418236173393124,0.464,"Medium"
"AI_Attack","Internal","Forward","Network","Linear","Hybrid",18.88,92.65,0.6,41.97,0.161417721518987,0.631263383297645,0.330642750373692,0.4,"Medium"
"Hacker_Passive","Internal","Cross","USB","Linear","Wired",36.11,72.23,0.3,55.48,0.335898734177215,0.485510349750179,0.465271549576482,0.435,"Medium"
"No_Encryption","Internal","Backward","Network","Random","Hybrid",21.43,53.4,0.6,51.1,0.187240506329114,0.351106352605282,0.421624314897858,0.323,"Medium"
"AI_Attack","External","Forward","Network","Circular","Wireless",59.53,60.35,0.77,52.26,0.573063291139241,0.400713775874375,0.433183856502242,0.462,"Medium"
"Data_Leak","External","Backward","Cloud","Circular","Hybrid",78.05,43.66,0.55,65.59,0.760607594936709,0.281584582441113,0.566018933731938,0.511,"Medium"
"No_Encryption","External","Backward","API","Linear","Hybrid",32.82,42.25,0.28,53.29,0.302582278481013,0.27152034261242,0.44344793223717,0.332,"Medium"
"Data_Leak","Internal","Cross","USB","Linear","Wired",36.72,92.65,0.92,8.79,0.342075949367089,0.631263383297645,0,0.355,"Medium"
"Virus","External","Cross","Network","Linear","Wired",36.87,28.83,0.03,56.87,0.343594936708861,0.175731620271235,0.479123069257598,0.317,"Medium"
"Hacker_Passive","Internal","Downward","API","Linear","Hybrid",61.83,81.17,0.96,62.82,0.596354430379747,0.549321912919343,0.538415545590433,0.56,"Medium"
"Weak_Password","External","Backward","Network","Linear","Wireless",50.47,62.32,0.08,58.94,0.481316455696203,0.414775160599572,0.499750871948181,0.46,"Medium"
"Insider_Malware","External","Upward","API","Circular","Hybrid",57.33,43.49,0.97,63.02,0.550784810126582,0.280371163454675,0.540408570004983,0.44,"Medium"
"Data_Leak","Internal","Downward","Network","Circular","Wireless",61.57,65.35,0.5,53.24,0.593721518987342,0.436402569593148,0.442949676133533,0.486,"Medium"
"No_Encryption","Internal","Downward","Email","Circular","Wired",53.72,66.22,0.09,74.29,0.514227848101266,0.442612419700214,0.652715495764823,0.527,"Medium"
"Supply_Chain","Internal","Forward","API","Circular","Hybrid",56.72,94.05,0.8,54.92,0.544607594936709,0.641256245538901,0.459691081215745,0.558,"Medium"
"Hacker_Active","External","Backward","Network","Linear","Wireless",32.56,117.98,0.21,53.12,0.299949367088608,0.812062812276945,0.441753861484803,0.547,"Medium"
"AI_Attack","Internal","Downward","API","Linear","Wireless",49.07,106.46,0.56,73.87,0.467139240506329,0.729835831548894,0.64853014449427,0.627,"High"
"Hacker_Passive","Internal","Forward","Network","Circular","Wired",40.76,102.54,0.1,77.89,0.382987341772152,0.701855817273376,0.688589935226707,0.602,"High"
"Supply_Chain","Internal","Downward","Cloud","Random","Wired",30.43,102.32,0.71,53.72,0.278379746835443,0.70028551034975,0.44773293472845,0.498,"Medium"
"Hacker_Active","Internal","Cross","Cloud","Random","Hybrid",32.47,88.57,0.34,58.1,0.299037974683544,0.602141327623126,0.491380169407075,0.478,"Medium"
"AI_Attack","External","Cross","Cloud","Random","Hybrid",64.06,60.91,0.98,49.35,0.61893670886076,0.404710920770878,0.404185351270553,0.469,"Medium"
"Data_Leak","Internal","Cross","API","Random","Hybrid",30.49,73.42,0.62,61.95,0.278987341772152,0.494004282655246,0.529745889387145,0.44,"Medium"
"Hacker_Passive","Internal","Backward","Email","Linear","Hybrid",43.94,39.39,0.05,86.15,0.415189873417722,0.251106352605282,0.770901843547584,0.456,"Medium"
"Weak_Password","External","Downward","Email","Linear","Hybrid",64.74,54.44,0.57,73.14,0.625822784810127,0.358529621698787,0.641255605381166,0.524,"Medium"
"AI_Attack","Internal","Forward","API","Linear","Wired",54.94,52.54,0.95,69.68,0.526582278481013,0.344967880085653,0.606776283009467,0.478,"Medium"
"AI_Attack","Internal","Backward","USB","Circular","Hybrid",59.79,48.2,0.41,67,0.575696202531646,0.313990007137759,0.580069755854509,0.472,"Medium"
"Data_Leak","Internal","Downward","API","Linear","Wireless",54.97,98.25,0.79,56.83,0.526886075949367,0.67123483226267,0.478724464374689,0.57,"Medium"
"Hacker_Passive","Internal","Downward","API","Linear","Wireless",47.77,80,0.44,35.01,0.453974683544304,0.540970735189151,0.261285500747384,0.431,"Medium"
"Hacker_Active","External","Cross","API","Circular","Wired",17,75.29,0.7,71.24,0.142379746835443,0.507351891506067,0.62232187344295,0.432,"Medium"
"Weak_Password","External","Backward","Network","Random","Wired",40.87,69.77,0.34,62.17,0.384101265822785,0.467951463240542,0.531938216243149,0.462,"Medium"
"Insider_Malware","External","Cross","Email","Linear","Hybrid",29.33,89.72,0.44,52.22,0.267240506329114,0.610349750178444,0.432785251619332,0.454,"Medium"
"Rogue_Employee","Internal","Downward","Email","Linear","Hybrid",44.33,87.69,0.19,79.67,0.419139240506329,0.595860099928622,0.706327852516193,0.576,"Medium"
"Insider_Malware","External","Forward","Network","Circular","Wireless",80.81,51.9,0.68,72.68,0.788556962025317,0.34039971448965,0.636671649227703,0.564,"Medium"
"Insider_Malware","External","Upward","USB","Circular","Hybrid",52.07,29.92,0.23,78.15,0.497518987341772,0.183511777301927,0.691180866965621,0.43,"Medium"
"Virus","Internal","Forward","Cloud","Circular","Wireless",39.21,46.43,0.94,71.21,0.367291139240506,0.301356174161313,0.622022919780767,0.417,"Medium"
"Weak_Password","Internal","Forward","Email","Linear","Hybrid",63.33,60.1,0.2,48.57,0.611544303797468,0.398929336188437,0.396412556053812,0.462,"Medium"
"Virus","External","Cross","Email","Circular","Hybrid",57.37,69.94,0.6,56.18,0.551189873417722,0.469164882226981,0.472247135027404,0.495,"Medium"
"Virus","External","Upward","USB","Circular","Wired",48.79,100.07,0.31,31.34,0.464303797468354,0.684225553176303,0.224713502740409,0.48,"Medium"
"Data_Leak","External","Forward","API","Circular","Wired",46.59,82.7,0.94,56.98,0.442025316455696,0.560242683797288,0.4802192326856,0.501,"Medium"
"Rogue_Employee","Internal","Upward","USB","Circular","Wireless",47.82,83.71,0.08,33.33,0.454481012658228,0.56745182012848,0.244544095665172,0.437,"Medium"
"No_Encryption","Internal","Cross","API","Linear","Wired",48.93,86.21,0.68,61.68,0.465721518987342,0.585296216987866,0.527055306427504,0.532,"Medium"
"Insider_Malware","Internal","Backward","USB","Circular","Wired",59.29,67.39,0.89,62.32,0.570632911392405,0.450963597430407,0.533432984554061,0.512,"Medium"
"Hacker_Active","External","Backward","Cloud","Linear","Hybrid",51.91,48.52,0.43,50.73,0.495898734177215,0.31627408993576,0.417937219730942,0.401,"Medium"
"Hacker_Passive","Internal","Upward","API","Circular","Hybrid",40.59,52.05,0.97,59.65,0.38126582278481,0.341470378301213,0.506826108619831,0.403,"Medium"
"Rogue_Employee","Internal","Cross","USB","Circular","Wired",62.52,42.86,0.5,35.73,0.603341772151899,0.27587437544611,0.268460388639761,0.372,"Medium"
"AI_Attack","Internal","Upward","Email","Circular","Hybrid",39.52,44.15,0.1,65.69,0.370430379746836,0.285082084225553,0.567015445939213,0.395,"Medium"
"Insider_Malware","Internal","Forward","Network","Circular","Wireless",69.64,39.66,0.86,88.53,0.675443037974684,0.253033547466096,0.794618834080718,0.542,"Medium"
"No_Encryption","Internal","Forward","Cloud","Circular","Wired",35.3,87.18,0.9,69.03,0.327696202531646,0.592219842969308,0.600298953662182,0.515,"Medium"
"Hacker_Active","Internal","Backward","Cloud","Circular","Wired",61.22,45.71,0.1,85.99,0.590177215189873,0.29621698786581,0.769307424015944,0.526,"Medium"
"Hacker_Passive","Internal","Backward","USB","Circular","Hybrid",68.87,82.38,0.55,57.8,0.667645569620253,0.557958600999286,0.488390632785252,0.57,"Medium"
"AI_Attack","External","Forward","Cloud","Circular","Wireless",68.33,116.91,0.58,55.91,0.662177215189873,0.804425410421128,0.469556552067763,0.661,"High"
"AI_Attack","External","Forward","Network","Circular","Hybrid",48.32,66.04,0.51,77.21,0.459544303797468,0.441327623126338,0.68181365221724,0.519,"Medium"
"Weak_Password","External","Downward","API","Linear","Hybrid",60.38,66.32,0.65,67.58,0.581670886075949,0.44332619557459,0.585849526656702,0.528,"Medium"
"Insider_Malware","External","Forward","API","Linear","Wireless",17.94,86.77,0.52,72.02,0.151898734177215,0.589293361884368,0.630094668659691,0.47,"Medium"
"Supply_Chain","External","Cross","Network","Random","Wireless",56.66,69.71,0.82,57.97,0.544,0.467523197715917,0.490084703537618,0.497,"Medium"
"Virus","Internal","Upward","Cloud","Random","Wireless",48.36,54.72,0.68,59.29,0.459949367088608,0.360528194147038,0.503238664673642,0.433,"Medium"
"Hacker_Passive","External","Cross","Email","Random","Wireless",59,41.61,0.07,63.75,0.567696202531646,0.266952177016417,0.547683109118087,0.441,"Medium"
"Hacker_Active","External","Forward","USB","Circular","Wired",51.63,71.87,0.54,60.65,0.493063291139241,0.482940756602427,0.516791230692576,0.496,"Medium"
"Hacker_Active","External","Downward","Network","Random","Hybrid",69.42,61.46,0.36,71.87,0.673215189873418,0.408636688079943,0.628599900348779,0.554,"Medium"
"Supply_Chain","External","Cross","API","Linear","Hybrid",47.44,77.85,0.19,54.48,0.450632911392405,0.525624553890079,0.455306427503737,0.482,"Medium"
"Hacker_Passive","External","Forward","Email","Random","Wireless",61.01,75.64,0.74,46.2,0.588050632911392,0.509850107066381,0.372795216741405,0.492,"Medium"
"Hacker_Passive","External","Cross","Email","Linear","Wireless",48.41,95.96,0.55,82.19,0.460455696202532,0.654889364739472,0.731439960139512,0.62,"High"
"AI_Attack","External","Upward","Cloud","Circular","Wireless",59.84,82,0.08,48.93,0.57620253164557,0.55524625267666,0.4,0.515,"Medium"
"Supply_Chain","External","Backward","Cloud","Linear","Hybrid",31.53,92.73,0.81,64.33,0.289518987341772,0.631834403997145,0.553462879920279,0.506,"Medium"
"Weak_Password","Internal","Backward","Email","Circular","Hybrid",59.1,71.39,0.93,32.09,0.568708860759494,0.479514632405425,0.232187344294968,0.432,"Medium"
"Insider_Malware","External","Forward","Email","Random","Wired",44.16,86.32,0.41,50.34,0.417417721518987,0.586081370449679,0.414050822122571,0.484,"Medium"
"AI_Attack","External","Downward","Cloud","Linear","Hybrid",55.92,65.05,0.17,96.32,0.536506329113924,0.434261241970021,0.872247135027404,0.596,"Medium"
"AI_Attack","External","Backward","API","Linear","Hybrid",36.87,66.93,0.11,61.37,0.343594936708861,0.44768022840828,0.523966118584953,0.439,"Medium"
"Hacker_Active","External","Upward","USB","Random","Wired",58.12,71.49,0.42,72.25,0.558784810126582,0.4802284082798,0.632386646736423,0.549,"Medium"
"Rogue_Employee","External","Backward","Cloud","Circular","Wired",94.87,47.79,0.05,68.15,0.93093670886076,0.311063526052819,0.591529646238167,0.581,"Medium"
"Hacker_Active","External","Forward","Email","Circular","Hybrid",73.11,45.89,0.88,38.7,0.710582278481013,0.297501784439686,0.298056801195815,0.422,"Medium"
"Virus","External","Downward","USB","Circular","Hybrid",64.71,64.19,0.73,72.89,0.625518987341772,0.428122769450393,0.63876432486298,0.551,"Medium"
"Rogue_Employee","Internal","Backward","Network","Circular","Hybrid",40.71,41.97,0.86,44.67,0.382481012658228,0.269521770164168,0.357548579970105,0.33,"Medium"
"Insider_Malware","Internal","Cross","Email","Circular","Wireless",54.87,71.91,0.47,70.69,0.525873417721519,0.483226266952177,0.61684105630294,0.536,"Medium"
"Insider_Malware","External","Downward","API","Random","Wired",47.62,85.97,0.05,41.92,0.452455696202532,0.583583154889365,0.330144494270055,0.468,"Medium"
"Rogue_Employee","External","Forward","Cloud","Linear","Wireless",20.22,52.35,0.28,59.53,0.174987341772152,0.34361170592434,0.505630293971101,0.342,"Medium"
"No_Encryption","Internal","Forward","USB","Linear","Wireless",46.4,71.04,0.86,67.95,0.440101265822785,0.477016416845111,0.589536621823617,0.5,"Medium"
"Hacker_Passive","External","Cross","Email","Linear","Wired",45.25,39.18,0.59,55.11,0.428455696202532,0.249607423269094,0.461584454409567,0.367,"Medium"
"Hacker_Active","External","Cross","API","Circular","Wireless",48.66,88.7,0.2,57.83,0.462987341772152,0.603069236259814,0.488689586447434,0.527,"Medium"
"Virus","Internal","Backward","Network","Random","Hybrid",42.02,62.86,0.24,68.59,0.395746835443038,0.418629550321199,0.595914299950174,0.465,"Medium"
"Data_Leak","External","Downward","Network","Circular","Wired",59.78,100.61,0.27,70.8,0.575594936708861,0.68807994289793,0.617937219730942,0.633,"High"
"Supply_Chain","Internal","Upward","Network","Linear","Hybrid",78.78,70.84,0.47,82.77,0.768,0.47558886509636,0.737219730941704,0.642,"High"
"Rogue_Employee","External","Upward","USB","Linear","Hybrid",67.33,107.2,0.65,102.37,0.652050632911392,0.735117773019272,0.932536123567514,0.769,"High"
"Hacker_Passive","Internal","Cross","Email","Circular","Wireless",59.9,76.7,0.61,58.31,0.576810126582278,0.517416131334761,0.493472845042352,0.528,"Medium"
"Supply_Chain","External","Backward","Network","Linear","Hybrid",50.83,66.21,0.15,79.94,0.484962025316456,0.442541042112777,0.709018435475835,0.535,"Medium"
"Hacker_Passive","External","Backward","Email","Random","Wired",51.14,90.24,0.02,70.39,0.488101265822785,0.614061384725196,0.613851519681116,0.576,"Medium"
"Weak_Password","Internal","Backward","Cloud","Circular","Wired",67.36,80.6,0.16,61.05,0.652354430379747,0.545253390435403,0.520777279521674,0.57,"Medium"
"Insider_Malware","Internal","Upward","Network","Random","Wireless",69.22,58.89,0.16,59.21,0.671189873417722,0.390292648108494,0.502441454907823,0.508,"Medium"
"Insider_Malware","External","Upward","Cloud","Circular","Wired",41.12,84.05,0.15,45.05,0.386632911392405,0.569878658101356,0.361335326357748,0.452,"Medium"
"Data_Leak","Internal","Downward","API","Random","Wired",64.25,82.62,0.09,74.87,0.620860759493671,0.559671663097787,0.658495266567016,0.608,"High"
"No_Encryption","External","Forward","USB","Random","Wired",32.25,77.46,0.93,75.56,0.296810126582278,0.522840827980014,0.66537120079721,0.498,"Medium"
"Weak_Password","Internal","Upward","Email","Circular","Wired",32.11,62.87,0.11,52.47,0.295392405063291,0.418700927908637,0.435276532137519,0.387,"Medium"
"AI_Attack","Internal","Backward","API","Circular","Wireless",73.94,69,0.26,41.98,0.718987341772152,0.462455389007852,0.33074240159442,0.5,"Medium"
"Rogue_Employee","External","Backward","API","Random","Wireless",50.55,87.58,0.94,60.45,0.482126582278481,0.595074946466809,0.514798206278027,0.537,"Medium"
"No_Encryption","Internal","Downward","USB","Linear","Wired",50.51,92.49,0.1,76.76,0.481721518987342,0.630121341898644,0.677329347284504,0.6,"Medium"
"Virus","External","Forward","Email","Circular","Wireless",64.69,75.96,0.88,86.11,0.625316455696203,0.512134189864383,0.770503238664674,0.624,"High"
"Rogue_Employee","External","Upward","Network","Circular","Wireless",47.05,53.86,0.03,51.65,0.446683544303797,0.354389721627409,0.427105132037867,0.404,"Medium"
"AI_Attack","Internal","Forward","USB","Linear","Wired",37.3,85.08,0.78,58.2,0.347949367088608,0.577230549607423,0.49237668161435,0.483,"Medium"
"Rogue_Employee","External","Forward","Email","Circular","Wireless",52.08,73,0.22,85.7,0.497620253164557,0.491006423982869,0.766417538614848,0.576,"Medium"
"Weak_Password","External","Upward","Network","Circular","Wired",24.37,92.75,0.36,53.96,0.217012658227848,0.63197715917202,0.450124564025909,0.453,"Medium"
"Virus","Internal","Backward","Network","Random","Wireless",42.91,37.97,0.24,44.85,0.404759493670886,0.240970735189151,0.359342301943199,0.326,"Medium"
"No_Encryption","External","Forward","Cloud","Random","Wired",47.65,55.12,0.88,65.23,0.452759493670886,0.36338329764454,0.56243148978575,0.45,"Medium"
"Insider_Malware","External","Upward","USB","Circular","Hybrid",28.36,80.65,0.16,95.67,0.257417721518987,0.545610278372591,0.86576980568012,0.555,"Medium"
"Rogue_Employee","Internal","Backward","Email","Circular","Hybrid",52.77,42.94,0.11,48.72,0.504607594936709,0.27644539614561,0.397907324364723,0.381,"Medium"
"Virus","Internal","Backward","USB","Linear","Hybrid",39.01,124.97,0.93,52.9,0.36526582278481,0.861955745895789,0.439561534628799,0.586,"Medium"
"Insider_Malware","Internal","Upward","Cloud","Circular","Wireless",66.71,52.96,0.02,58.44,0.645772151898734,0.34796573875803,0.494768310911809,0.481,"Medium"
"Data_Leak","External","Cross","Email","Random","Hybrid",45.78,78.94,0.96,60.89,0.433822784810127,0.533404710920771,0.519182859990035,0.499,"Medium"
