"Threat_Source","Direction","Pattern","Medium","Attack_Strength","Propagation_Speed","Impact","Mutation","Vulnerability_Score","Risk_Score","Risk_Norm","Impact_Norm","Speed_Norm","Propagation_Probability","Threat_Type"
"Virus","Forward","Random","USB",3.18,3.49,30.96,1,2.62,3.15,0.176158940397351,0.233003226883276,0.276666666666667,0.37,"External"
"Weak_Password","Upward","Linear","Email",9.82,5.63,75.12,1,4.41,7.52,0.754966887417219,0.724379659508179,0.514444444444444,0.75,"Internal"
"Misconfiguration","Cross","Linear","USB",1.62,2.14,75.63,1,1.51,4.09,0.300662251655629,0.730054523200178,0.126666666666667,0.49,"Internal"
"Misconfiguration","Cross","Circular","USB",6.17,1.7,19.49,0,1.81,3.15,0.176158940397351,0.105374429731835,0.0777777777777778,0.31,"Internal"
"Virus","Backward","Circular","USB",2.93,8.71,83.09,0,2.19,6.16,0.574834437086093,0.813063313675309,0.856666666666667,0.76,"External"
"Data_Leak","Cross","Circular","Email",5.81,5.42,99.29,0,5.54,7.35,0.732450331125828,0.993323689774118,0.491111111111111,0.79,"Internal"
"Misconfiguration","Cross","Random","Internal_System",2.16,6.29,59.37,1,7.78,5.06,0.429139072847682,0.54912651607878,0.587777777777778,0.6,"Internal"
"Malware","Cross","Random","Email",5.67,4.05,38.82,0,7.16,4.78,0.39205298013245,0.320462890842328,0.338888888888889,0.49,"External"
"Insider_Attack","Forward","Linear","Email",7.34,2.02,40.81,1,8.85,5.12,0.437086092715232,0.342605986424836,0.113333333333333,0.47,"Internal"
"Hacker_AI","Backward","Hybrid","Email",2.65,1.72,83.17,0,6.38,5.1,0.434437086092715,0.813953488372093,0.08,0.55,"External"
"Virus","Downward","Circular","Email",3.01,9.58,96.58,0,8.76,7.56,0.760264900662252,0.963169021920552,0.953333333333333,0.89,"External"
"Unpatched_System","Upward","Random","Internal_System",8.81,4.37,50.12,0,2.15,5.74,0.519205298013245,0.446200066763102,0.374444444444444,0.57,"Internal"
"Misconfiguration","Forward","Random","Email",8,8.74,34.71,1,2.25,5.76,0.521854304635762,0.274730165795037,0.86,0.64,"Internal"
"Insider_Attack","Downward","Random","Email",7.63,7.31,34.97,1,4.08,5.56,0.495364238410596,0.277623233559586,0.701111111111111,0.59,"Internal"
"Insider_Attack","Forward","Circular","Network",3.28,8.65,82.21,0,2.52,6.25,0.586754966887417,0.803271392010682,0.85,0.77,"Internal"
"Unpatched_System","Downward","Hybrid","Network",3.56,7.66,19.28,0,5.23,3.89,0.274172185430464,0.103037721152776,0.74,0.48,"Internal"
"Virus","Backward","Circular","Cloud",4.95,5.32,38.71,1,1.48,4.25,0.321854304635762,0.319238900634249,0.48,0.49,"External"
"Hacker_AI","Forward","Random","Network",1.09,2.16,72.03,1,1.54,3.79,0.260927152317881,0.689996661844887,0.128888888888889,0.47,"External"
"Hacker_Human","Backward","Circular","Cloud",5.54,6.18,38.32,1,8.57,5.29,0.459602649006623,0.314899298987426,0.575555555555555,0.56,"External"
"Hacker_AI","Forward","Circular","Internal_System",9.12,5.17,82.09,0,8.83,7.94,0.810596026490066,0.801936129965506,0.463333333333333,0.78,"External"
"Hacker_Human","Backward","Linear","USB",7.6,5.07,66.25,1,8.1,6.75,0.652980132450331,0.625681540002225,0.452222222222222,0.68,"External"
"Hacker_Human","Backward","Linear","Internal_System",7.5,1.32,46.25,0,6.19,4.98,0.418543046357616,0.403137865806165,0.0355555555555556,0.46,"External"
"Weak_Password","Backward","Random","Network",1.27,2.53,47.19,0,8.15,3.59,0.234437086092715,0.413597418493379,0.17,0.41,"Internal"
"Data_Leak","Cross","Random","USB",9.78,1.43,31.89,1,6.06,5.1,0.434437086092715,0.243351507733393,0.0477777777777778,0.43,"Internal"
"Malware","Forward","Circular","Internal_System",4.62,8.22,88.45,1,5.17,7.09,0.698013245033113,0.872705018359853,0.802222222222222,0.81,"External"
"Unpatched_System","Downward","Random","Cloud",6.32,4.83,94.11,1,5.68,7.19,0.711258278145696,0.935684878157338,0.425555555555556,0.76,"Internal"
"Hacker_AI","Upward","Random","Cloud",8.4,4.13,78.22,0,4.4,6.91,0.674172185430464,0.758873929008568,0.347777777777778,0.69,"External"
"Insider_Attack","Backward","Circular","Internal_System",8.02,2.34,47.82,1,2.89,5.08,0.431788079470199,0.420607544230555,0.148888888888889,0.49,"Internal"
"Insider_Attack","Upward","Hybrid","Network",5.21,9.42,38.74,0,9.76,5.97,0.549668874172185,0.319572716145544,0.935555555555556,0.67,"Internal"
"Unpatched_System","Forward","Linear","Cloud",1.54,2.5,52.28,1,3.06,3.36,0.203973509933775,0.470234783576277,0.166666666666667,0.41,"Internal"
"Insider_Attack","Forward","Random","Email",9.13,1.55,58.42,1,3.23,5.71,0.51523178807947,0.538555691554468,0.0611111111111111,0.53,"Internal"
"Phishing","Upward","Hybrid","Email",3.34,1.42,64.55,1,1.2,3.99,0.287417218543046,0.60676532769556,0.0466666666666667,0.45,"External"
"Phishing","Cross","Random","Internal_System",2.74,1.66,86.01,1,5.32,5.13,0.43841059602649,0.845554690107934,0.0733333333333333,0.56,"External"
"Phishing","Cross","Random","Internal_System",9.92,7.81,13.62,1,4.42,5.52,0.490066225165563,0.040057861355291,0.756666666666667,0.56,"External"
"Misconfiguration","Downward","Random","Email",4.18,9.31,70.84,0,5.93,6.54,0.625165562913907,0.676755313230222,0.923333333333333,0.77,"Internal"
"Weak_Password","Downward","Circular","Email",4.88,6.24,14.65,0,6.35,3.93,0.279470198675497,0.0515188605763881,0.582222222222222,0.44,"Internal"
"Weak_Password","Backward","Hybrid","Network",2.08,6.1,69.54,0,1.86,4.81,0.396026490066225,0.662289974407477,0.566666666666667,0.6,"Internal"
"Data_Leak","Forward","Hybrid","Email",6.95,9.26,30.66,0,2.08,5.37,0.470198675496689,0.229665071770335,0.917777777777778,0.62,"Internal"
"Hacker_Human","Backward","Linear","Email",9.59,2.79,63.4,0,7.51,6.72,0.649006622516556,0.593969066429287,0.198888888888889,0.62,"External"
"Virus","Downward","Linear","USB",3.57,8.44,15.41,1,7.17,4.09,0.300662251655629,0.0599755201958384,0.826666666666667,0.5,"External"
"Insider_Attack","Forward","Circular","Internal_System",9.03,8.72,20.39,1,2.34,5.5,0.487417218543046,0.115388895070658,0.857777777777778,0.59,"Internal"
"Hacker_Human","Forward","Random","Network",9.76,5.61,44.74,0,1.51,5.99,0.552317880794702,0.386335818404362,0.512222222222222,0.6,"External"
"Insider_Attack","Cross","Random","Email",2.91,6.06,46,1,2.04,4.13,0.305960264900662,0.400356069878714,0.562222222222222,0.51,"Internal"
"Insider_Attack","Cross","Linear","Network",8.32,3.53,26.14,1,9.71,5.22,0.450331125827815,0.179370201402025,0.281111111111111,0.47,"Internal"
"Unpatched_System","Backward","Circular","USB",5.86,5.35,63.38,1,1.3,5.49,0.486092715231788,0.593746522755091,0.483333333333333,0.61,"Internal"
"Data_Leak","Forward","Linear","Network",5.6,1.37,92.79,0,7.74,6.44,0.611920529801325,0.920996995660398,0.0411111111111111,0.64,"Internal"
"Unpatched_System","Upward","Linear","Network",4.6,1.98,50.24,1,5.84,4.37,0.337748344370861,0.447535328808279,0.108888888888889,0.45,"Internal"
"Data_Leak","Upward","Linear","USB",1.95,1.93,55.55,0,4.44,3.64,0.241059602649007,0.506620674307333,0.103333333333333,0.42,"Internal"
"Insider_Attack","Cross","Hybrid","Cloud",2.9,9.36,87.2,1,6.18,6.85,0.666225165562914,0.858796038722599,0.928888888888889,0.82,"Internal"
"Malware","Backward","Hybrid","Email",1.37,2.89,52.08,1,7.47,3.82,0.264900662251656,0.468009346834316,0.21,0.44,"External"
"Insider_Attack","Forward","Circular","Cloud",8.43,8.97,18.58,1,6.77,5.74,0.519205298013245,0.0952486925559141,0.885555555555556,0.6,"Internal"
"Data_Leak","Forward","Linear","Cloud",6.11,2.55,35.78,1,4,4.17,0.311258278145695,0.286636252364527,0.172222222222222,0.42,"Internal"
"Hacker_Human","Downward","Linear","Network",8.33,3.38,79.57,0,8.42,7.2,0.712582781456954,0.773895627016802,0.264444444444444,0.69,"External"
"Hacker_AI","Upward","Random","Internal_System",1.32,1.35,79.89,1,7.78,4.64,0.373509933774834,0.777456325803939,0.0388888888888889,0.51,"External"
"Insider_Attack","Forward","Random","Internal_System",2.27,6.64,61.33,1,2.77,4.74,0.386754966887417,0.570935796149994,0.626666666666667,0.59,"Internal"
"Misconfiguration","Cross","Circular","Cloud",7.2,1.96,63.34,1,7.99,5.88,0.537748344370861,0.593301435406699,0.106666666666667,0.56,"Internal"
"Malware","Forward","Linear","Network",2.76,3.16,62.7,0,4.16,4.38,0.339072847682119,0.586180037832425,0.24,0.5,"External"
"Hacker_AI","Backward","Hybrid","Email",1.33,6.08,52.1,0,5.6,4.26,0.32317880794702,0.468231890508512,0.564444444444444,0.54,"External"
"Data_Leak","Forward","Hybrid","USB",2.7,8,45.76,1,5.93,4.83,0.398675496688742,0.397685545788361,0.777777777777778,0.59,"Internal"
"Virus","Backward","Random","Cloud",2.24,1.64,16.5,0,7.09,2.37,0.0728476821192053,0.0721041504395238,0.0711111111111111,0.26,"External"
"Virus","Downward","Random","Internal_System",6.28,3.67,69.87,0,8.42,6.25,0.586754966887417,0.665961945031713,0.296666666666667,0.63,"External"
"Insider_Attack","Upward","Random","Cloud",7.78,2.1,11.36,0,8.64,4.07,0.298013245033113,0.0149104261711361,0.122222222222222,0.35,"Internal"
"Hacker_AI","Upward","Circular","Network",3.49,4.22,36.35,0,6.05,3.95,0.282119205298013,0.292978747079114,0.357777777777778,0.44,"External"
"Unpatched_System","Downward","Circular","Network",5.64,5.71,37.26,1,7.31,5.06,0.429139072847682,0.303104484255035,0.523333333333333,0.54,"Internal"
"Phishing","Cross","Linear","USB",6.51,2.48,29.93,0,9.9,4.64,0.373509933774834,0.221542227662179,0.164444444444444,0.43,"External"
"Hacker_Human","Upward","Random","Internal_System",8.14,6.68,74.94,0,8.67,7.64,0.770860927152318,0.722376766440414,0.631111111111111,0.78,"External"
"Weak_Password","Downward","Random","Email",3.96,6.63,22.49,1,9.18,4.33,0.332450331125828,0.138755980861244,0.625555555555556,0.49,"Internal"
"Insider_Attack","Cross","Linear","USB",3.54,5.81,18.43,0,7.56,3.72,0.251655629139073,0.0935796149994436,0.534444444444444,0.43,"Internal"
"Data_Leak","Downward","Circular","USB",6.03,8.79,23.15,0,3.33,4.83,0.398675496688742,0.146099922109714,0.865555555555555,0.56,"Internal"
"Hacker_AI","Downward","Random","Internal_System",8.55,2.95,62.78,0,1.55,5.82,0.529801324503311,0.587070212529209,0.216666666666667,0.57,"External"
"Hacker_Human","Backward","Linear","Email",7.46,2.5,68.55,0,5.09,5.99,0.552317880794702,0.651274062534772,0.166666666666667,0.58,"External"
"Hacker_Human","Cross","Random","Internal_System",6.36,8.11,87.64,0,8.62,7.9,0.805298013245033,0.863691999554913,0.79,0.85,"External"
"Phishing","Upward","Linear","Network",3.35,4.38,52.32,1,3.52,4.33,0.332450331125828,0.470679870924669,0.375555555555556,0.5,"External"
"Data_Leak","Downward","Circular","Email",7.34,8.62,17.87,1,7.82,5.42,0.47682119205298,0.0873483921219539,0.846666666666667,0.58,"Internal"
"Data_Leak","Backward","Random","Network",4.62,4.16,67.23,0,1.4,5.05,0.427814569536424,0.636586180037833,0.351111111111111,0.57,"Internal"
"Virus","Downward","Circular","USB",7.74,3,45.31,1,5.45,5.28,0.458278145695364,0.39267831311895,0.222222222222222,0.51,"External"
"Hacker_AI","Forward","Hybrid","Email",8.76,7.7,95.74,0,4.57,8.45,0.878145695364238,0.953822187604317,0.744444444444444,0.89,"External"
"Malware","Cross","Linear","Network",8.95,9.74,88.34,0,6.8,8.85,0.93112582781457,0.871481028151775,0.971111111111111,0.94,"External"
"Unpatched_System","Backward","Hybrid","Cloud",1.74,1.59,46.7,1,4.94,3.2,0.182781456953642,0.408145098475576,0.0655555555555556,0.37,"Internal"
"Hacker_Human","Backward","Linear","Cloud",5.43,5.06,44.2,0,5.95,5,0.421192052980132,0.380327139201068,0.451111111111111,0.53,"External"
"Data_Leak","Downward","Random","Cloud",7.61,2.11,18.79,0,6.26,4.08,0.299337748344371,0.0975854011349727,0.123333333333333,0.36,"Internal"
"Phishing","Cross","Circular","Cloud",3.12,9.71,38.84,1,3.89,4.82,0.397350993377483,0.320685434516524,0.967777777777778,0.62,"External"
"Virus","Downward","Random","USB",7.18,3.17,84.49,1,6.95,6.86,0.667549668874172,0.828641370869033,0.241111111111111,0.68,"External"
"Phishing","Cross","Linear","Cloud",3.25,9.42,14.85,1,4.54,3.91,0.27682119205298,0.0537442973183487,0.935555555555556,0.51,"External"
"Virus","Forward","Linear","Email",1.83,9.1,70.17,0,6.6,5.84,0.532450331125828,0.669300100144653,0.9,0.73,"External"
"Misconfiguration","Cross","Random","Email",4.43,4.15,69.49,1,1.07,5.05,0.427814569536424,0.661733615221987,0.35,0.57,"Internal"
"Hacker_Human","Upward","Circular","Network",7.37,3.51,93.41,1,3.39,6.99,0.68476821192053,0.927895849560476,0.278888888888889,0.72,"External"
"Insider_Attack","Upward","Random","Email",1.22,4.41,26.7,1,9.49,3.27,0.19205298013245,0.185601424279515,0.378888888888889,0.39,"Internal"
"Insider_Attack","Upward","Circular","Email",2,4.79,21.07,1,8.15,3.22,0.185430463576159,0.122955379993324,0.421111111111111,0.38,"Internal"
"Hacker_AI","Cross","Circular","Email",8.9,9.68,98.06,1,8.38,9.37,1,0.97963725381106,0.964444444444444,0.99,"External"
"Phishing","Forward","Hybrid","USB",4.93,7.85,31.84,1,2.14,4.54,0.360264900662252,0.242795148547903,0.761111111111111,0.54,"External"
"Virus","Cross","Hybrid","Email",9.32,1.97,34.66,1,6.24,5.2,0.447682119205298,0.274173806609547,0.107777777777778,0.46,"External"
"Hacker_Human","Downward","Circular","Cloud",8.87,5.64,90.56,0,9.63,8.37,0.867549668874172,0.896183375987538,0.515555555555556,0.83,"External"
"Unpatched_System","Forward","Linear","Network",5.47,2.38,19.95,0,6.02,3.52,0.225165562913907,0.110492934238344,0.153333333333333,0.34,"Internal"
"Misconfiguration","Cross","Hybrid","Network",5.57,5.94,55.58,1,9.74,6.06,0.56158940397351,0.506954489818627,0.548888888888889,0.64,"Internal"
"Phishing","Backward","Circular","Internal_System",6.98,8.46,47.17,0,5.69,6.24,0.585430463576159,0.413374874819183,0.828888888888889,0.68,"External"
"Hacker_AI","Cross","Linear","USB",8,8.98,17.78,0,5.64,5.47,0.483443708609271,0.0863469455880717,0.886666666666667,0.59,"External"
"Hacker_Human","Upward","Linear","Email",9.41,8.97,11.24,0,2.31,5.3,0.460927152317881,0.0135751641259597,0.885555555555556,0.56,"External"
"Phishing","Upward","Random","Network",3.31,5.06,14.05,1,4.75,3.04,0.16158940397351,0.0448425503505063,0.451111111111111,0.36,"External"
"Data_Leak","Upward","Random","Internal_System",5.76,1.37,61.72,0,9.34,5.4,0.474172185430464,0.575275397796818,0.0411111111111111,0.51,"Internal"
"Phishing","Cross","Circular","Email",6.03,6.77,63.03,1,2.5,5.93,0.544370860927152,0.58985200845666,0.641111111111111,0.66,"External"
"Phishing","Upward","Random","Internal_System",3.87,3.87,69.05,1,8.07,5.5,0.487417218543046,0.656837654389674,0.318888888888889,0.59,"External"
"Malware","Downward","Linear","Cloud",6.61,3.17,72.88,1,5.2,6.05,0.560264900662252,0.69945476799822,0.241111111111111,0.61,"External"
"Hacker_AI","Upward","Circular","Internal_System",7.24,7.24,81.19,0,4.99,7.37,0.735099337748344,0.791921664626683,0.693333333333333,0.79,"External"
"Malware","Forward","Circular","Email",4.68,3.05,70.03,0,4.52,5.27,0.456953642384106,0.667742294425281,0.227777777777778,0.56,"External"
"Hacker_AI","Cross","Circular","Cloud",4.7,3.85,45.48,0,7.65,4.76,0.389403973509934,0.394569934349616,0.316666666666667,0.5,"External"
"Weak_Password","Forward","Linear","Cloud",5.54,5.46,39.32,0,6.06,4.93,0.411920529801324,0.326026482697229,0.495555555555556,0.53,"Internal"
"Data_Leak","Downward","Random","Internal_System",6.62,1.06,68.29,0,2.22,5.15,0.441059602649007,0.648380994770224,0.00666666666666667,0.51,"Internal"
"Unpatched_System","Forward","Linear","Email",4.68,8.4,88.52,0,9.78,7.6,0.765562913907285,0.873483921219539,0.822222222222222,0.85,"Internal"
"Malware","Cross","Circular","Network",7.57,9.47,27.96,0,1.33,5.42,0.47682119205298,0.199621675753867,0.941111111111111,0.62,"External"
"Weak_Password","Cross","Linear","Internal_System",1.67,6.01,66.8,0,5.61,4.94,0.413245033112583,0.631801491042617,0.556666666666667,0.6,"Internal"
"Hacker_Human","Downward","Linear","Internal_System",3.83,8.07,86.2,1,4.6,6.67,0.642384105960265,0.847668855012796,0.785555555555556,0.78,"External"
"Data_Leak","Upward","Random","Email",3.57,7.11,34.7,0,1.05,3.99,0.287417218543046,0.274618893957939,0.678888888888889,0.51,"Internal"
"Phishing","Downward","Hybrid","Email",1.89,4.29,19.9,0,3.17,2.54,0.095364238410596,0.109936575052854,0.365555555555556,0.33,"External"
"Misconfiguration","Cross","Random","Email",7.19,7.93,46.58,0,7.65,6.37,0.602649006622517,0.406809836430399,0.77,0.68,"Internal"
"Phishing","Downward","Hybrid","Internal_System",8.76,9.13,49.82,1,2.67,6.71,0.647682119205298,0.442861911650161,0.903333333333333,0.73,"External"
"Phishing","Upward","Circular","Email",5.16,6.74,32.75,0,5.23,4.73,0.385430463576159,0.252920885723823,0.637777777777778,0.53,"External"
"Hacker_AI","Backward","Linear","Cloud",5.76,7.86,61.92,1,7.38,6.51,0.621192052980132,0.577500834538778,0.762222222222222,0.72,"External"
"Unpatched_System","Backward","Hybrid","Email",3.83,2.01,67.08,0,2.11,4.45,0.348344370860927,0.634917102481362,0.112222222222222,0.49,"Internal"
"Misconfiguration","Downward","Random","Email",5.83,4.52,62.32,0,8.56,6,0.55364238410596,0.581951708022699,0.391111111111111,0.62,"Internal"
"Misconfiguration","Backward","Linear","Email",7.46,4.17,45.66,0,8.77,5.78,0.524503311258278,0.396572827417381,0.352222222222222,0.56,"Internal"
"Virus","Forward","Hybrid","Cloud",5.69,2.88,55.68,1,9,5.41,0.475496688741722,0.508067208189607,0.208888888888889,0.53,"External"
"Hacker_AI","Forward","Hybrid","Network",5.6,7.33,85.76,1,3.38,6.91,0.674172185430464,0.842772894180483,0.703333333333333,0.78,"External"
"Unpatched_System","Backward","Hybrid","Email",7.57,3.56,77.7,0,7.99,6.89,0.671523178807947,0.75308779347947,0.284444444444444,0.68,"Internal"
"Misconfiguration","Cross","Hybrid","Network",7.86,8.14,34.44,0,8.35,6.2,0.580132450331126,0.27172582619339,0.793333333333333,0.65,"Internal"
"Misconfiguration","Upward","Linear","USB",6.26,7.46,72.25,0,2.72,6.53,0.623841059602649,0.692444642261044,0.717777777777778,0.73,"Internal"
"Phishing","Cross","Linear","Internal_System",2.29,1.9,56.66,1,2.86,3.62,0.23841059602649,0.518971848225214,0.1,0.42,"External"
"Weak_Password","Upward","Linear","Network",6.65,8.63,12.41,1,2.59,4.48,0.352317880794702,0.0265939690664293,0.847777777777778,0.52,"Internal"
"Data_Leak","Downward","Circular","Internal_System",7.94,3.52,96.16,1,6.16,7.55,0.758940397350993,0.958495604762435,0.28,0.75,"Internal"
"Insider_Attack","Downward","Random","Internal_System",2.06,3.15,16.07,1,3.75,2.27,0.0596026490066225,0.0673194614443084,0.238888888888889,0.29,"Internal"
"Hacker_Human","Forward","Random","Network",7.52,3.31,55.16,0,7.47,5.87,0.536423841059603,0.50228107266051,0.256666666666667,0.57,"External"
"Malware","Backward","Hybrid","USB",2.1,4.56,78.16,0,1.95,4.86,0.402649006622517,0.75820629798598,0.395555555555555,0.59,"External"
"Data_Leak","Cross","Hybrid","Internal_System",6.43,8.88,98.86,0,8.35,8.49,0.883443708609272,0.988539000778903,0.875555555555556,0.93,"Internal"
"Hacker_Human","Forward","Linear","Network",1.35,8.66,84.24,0,4.43,5.95,0.547019867549669,0.825859574941582,0.851111111111111,0.75,"External"
"Weak_Password","Upward","Circular","Email",3.61,4.06,88.69,1,6.36,6.08,0.564238410596027,0.875375542450206,0.34,0.67,"Internal"
"Insider_Attack","Forward","Linear","USB",3.04,1.51,97.56,0,6.81,5.8,0.527152317880795,0.974073661956159,0.0566666666666667,0.62,"Internal"
"Insider_Attack","Downward","Linear","USB",9.9,7.38,24.61,0,9.65,6.4,0.606622516556292,0.162345610326026,0.708888888888889,0.62,"Internal"
"Phishing","Forward","Hybrid","Email",6.97,5.19,98.19,0,3.75,7.43,0.743046357615894,0.981083787693335,0.465555555555556,0.79,"External"
"Misconfiguration","Cross","Linear","Internal_System",7.39,1.19,37.2,1,2.25,4.17,0.311258278145695,0.302436853232447,0.0211111111111111,0.39,"Internal"
"Malware","Forward","Linear","Network",9.59,9.42,76,1,8.04,8.61,0.899337748344371,0.734171581172805,0.935555555555556,0.89,"External"
"Weak_Password","Backward","Hybrid","USB",7.06,2.74,22.07,0,3.22,3.87,0.271523178807947,0.134082563703127,0.193333333333333,0.37,"Internal"
"Data_Leak","Downward","Hybrid","Email",3.56,4.05,57.28,0,6.73,4.84,0.4,0.525870702125292,0.338888888888889,0.53,"Internal"
"Misconfiguration","Downward","Hybrid","Internal_System",5.9,5.7,10.46,1,6.04,3.93,0.279470198675497,0.00489596083231336,0.522222222222222,0.42,"Internal"
"Hacker_AI","Forward","Random","Email",4.03,5.22,59.95,1,7.08,5.36,0.468874172185431,0.555580282630466,0.468888888888889,0.59,"External"
"Virus","Backward","Random","Cloud",3.75,9.06,15.17,1,6.56,4.2,0.31523178807947,0.0573049961054857,0.895555555555556,0.52,"External"
"Misconfiguration","Upward","Linear","Email",3.64,6.28,93.82,0,1.52,6.25,0.586754966887417,0.932457994881495,0.586666666666667,0.74,"Internal"
"Phishing","Backward","Circular","Email",6.32,9.98,79.01,0,6.54,7.71,0.780132450331126,0.767664404139312,0.997777777777778,0.87,"External"
"Virus","Forward","Hybrid","USB",4.78,8.72,84.89,1,9.09,7.48,0.749668874172186,0.833092244352954,0.857777777777778,0.84,"External"
"Weak_Password","Cross","Circular","Internal_System",3.17,2.95,78.54,0,9.09,5.59,0.499337748344371,0.762434627795705,0.216666666666667,0.6,"Internal"
"Phishing","Upward","Circular","Cloud",9.29,4.45,65.32,0,7.06,7,0.686092715231788,0.615333259152109,0.383333333333333,0.67,"External"
"Hacker_AI","Upward","Hybrid","Cloud",3.74,2.62,95.58,1,3.88,5.86,0.535099337748345,0.952041838210749,0.18,0.64,"External"
"Malware","Downward","Circular","Cloud",3.95,9.52,93.45,0,8.06,7.63,0.76953642384106,0.928340936908868,0.946666666666667,0.88,"External"
"Malware","Downward","Linear","Cloud",6.95,7.05,74.57,1,4.29,6.91,0.674172185430464,0.718259708467787,0.672222222222222,0.75,"External"
"Malware","Forward","Circular","Cloud",8.51,7.59,72.79,0,7.06,7.69,0.777483443708609,0.698453321464337,0.732222222222222,0.8,"External"
"Weak_Password","Forward","Circular","Internal_System",8.87,8.22,42.72,1,9.51,6.96,0.680794701986755,0.36385890731056,0.802222222222222,0.71,"Internal"
"Misconfiguration","Backward","Circular","Internal_System",6.77,3.08,19.4,1,4.77,3.9,0.275496688741722,0.104372983197953,0.231111111111111,0.38,"Internal"
"Malware","Upward","Linear","USB",6.84,2.03,63.7,0,1.61,5.17,0.443708609271523,0.597307221542228,0.114444444444444,0.52,"External"
"Misconfiguration","Backward","Linear","Cloud",8.23,1.62,92.44,1,2.48,6.74,0.651655629139073,0.917102481361967,0.0688888888888889,0.66,"Internal"
"Hacker_Human","Downward","Circular","USB",4,3.04,96.63,0,9.99,6.67,0.642384105960265,0.963725381106042,0.226666666666667,0.7,"External"
"Hacker_AI","Downward","Linear","USB",5.24,7.09,29.88,0,6.4,4.83,0.398675496688742,0.220985868476689,0.676666666666667,0.54,"External"
"Misconfiguration","Downward","Linear","USB",6.87,8.47,53.15,0,3.75,6.26,0.588079470198676,0.479915433403805,0.83,0.7,"Internal"
"Insider_Attack","Forward","Random","USB",8.63,4.37,69.22,0,5.26,6.76,0.654304635761589,0.65872927562034,0.374444444444444,0.67,"Internal"
"Unpatched_System","Upward","Hybrid","Internal_System",5.86,9.84,71.03,0,4.68,7.04,0.691390728476821,0.678869478135084,0.982222222222222,0.81,"Internal"
"Hacker_AI","Cross","Random","Email",6.88,5.7,73.06,1,2.99,6.43,0.610596026490066,0.701457661065984,0.522222222222222,0.69,"External"
"Data_Leak","Backward","Linear","Email",3.69,9.79,24.41,1,7.22,4.76,0.389403973509934,0.160120173584066,0.976666666666667,0.58,"Internal"
"Misconfiguration","Forward","Circular","Network",6.11,4.05,68.95,1,1.22,5.52,0.490066225165563,0.655724936018694,0.338888888888889,0.59,"Internal"
"Virus","Cross","Circular","USB",4.13,1.87,98.87,1,9.31,6.5,0.619867549668874,0.988650272616001,0.0966666666666667,0.67,"External"
"Weak_Password","Upward","Hybrid","Internal_System",1.12,4.39,60.27,1,1.68,3.79,0.260927152317881,0.559140981417603,0.376666666666667,0.49,"Internal"
"Insider_Attack","Cross","Linear","Cloud",9.54,5.44,18.92,1,6,5.31,0.462251655629139,0.0990319350172471,0.493333333333333,0.5,"Internal"
"Misconfiguration","Cross","Hybrid","USB",4.92,2,14.68,0,9.24,3.39,0.20794701986755,0.0518526760876822,0.111111111111111,0.32,"Internal"
"Malware","Cross","Linear","Cloud",5.46,2.33,57.46,0,4.55,4.86,0.402649006622517,0.527873595193057,0.147777777777778,0.5,"External"
"Virus","Cross","Random","Email",6.97,2.51,76.17,0,6.17,6.26,0.588079470198676,0.736063202403472,0.167777777777778,0.62,"External"
"Unpatched_System","Downward","Linear","Cloud",6.63,7.09,19.25,0,4.05,4.58,0.365562913907285,0.102703905641482,0.676666666666667,0.5,"Internal"
"Phishing","Downward","Circular","Cloud",7.31,4.93,78.25,1,1.68,6.48,0.617218543046358,0.759207744519862,0.436666666666667,0.69,"External"
"Data_Leak","Upward","Hybrid","USB",9.78,2.54,44.93,1,2.68,5.51,0.488741721854305,0.388449983309224,0.171111111111111,0.51,"Internal"
"Phishing","Backward","Circular","Email",2.48,6.16,57.24,0,4.95,4.76,0.389403973509934,0.5254256147769,0.573333333333333,0.58,"External"
"Hacker_AI","Forward","Hybrid","Cloud",3.47,4.71,36.6,0,7.2,4.17,0.311258278145695,0.295760543006565,0.412222222222222,0.47,"External"
"Unpatched_System","Cross","Linear","Internal_System",9.09,3.06,42.74,1,8.65,5.91,0.541721854304636,0.364081450984756,0.228888888888889,0.54,"Internal"
"Hacker_AI","Upward","Random","USB",7.05,5.44,38.09,1,4.57,5.18,0.445033112582781,0.312340046734172,0.493333333333333,0.54,"External"
"Unpatched_System","Cross","Hybrid","Network",4.07,3.11,60.69,1,8.66,5.14,0.439735099337748,0.56381439857572,0.234444444444444,0.54,"Internal"
"Phishing","Upward","Linear","Network",3.02,6.54,46.93,1,5.79,4.67,0.377483443708609,0.41070435072883,0.615555555555556,0.56,"External"
"Misconfiguration","Upward","Linear","Internal_System",5.05,7.83,26.88,0,3.41,4.5,0.354966887417219,0.187604317347279,0.758888888888889,0.53,"Internal"
"Virus","Downward","Random","Internal_System",7.81,3.2,40.78,1,2.66,4.88,0.405298013245033,0.342272170913542,0.244444444444444,0.48,"External"
"Hacker_AI","Forward","Linear","Internal_System",5.58,1.58,23,1,7.18,3.63,0.239735099337748,0.144430844553244,0.0644444444444445,0.34,"External"
"Malware","Forward","Circular","Cloud",3.84,4.72,19.02,0,3.47,3.2,0.182781456953642,0.100144653388227,0.413333333333333,0.38,"External"
"Hacker_AI","Cross","Circular","Internal_System",4.9,4.67,49.48,1,6.57,5.04,0.426490066225166,0.439078669188828,0.407777777777778,0.54,"External"
