"Record_ID","Threat","Vulnerability","Attack_Type","Severity","CVSS_Score","Detection_Time","Response_Time","Security_Control_Effectiveness","Attack_Success","Risk_Score","CVSS_Norm","Detection_Norm","Response_Norm","Risk_Norm","Attack_Probability","Detection_Probability","Recovery_Time"
252,"Malware","Privilege Escalation","Social Engineering","Critical",9.41,40.15,46.17,76.9,"Yes",85.36,0.933408577878104,0.671443551205872,0.654001868576767,0.898499840408554,0.74,0.76,51.62
253,"DDoS","SQL Injection","Web Attack","High",8.2,42.74,37.91,70.44,"No",63.95,0.796839729119639,0.716707444949318,0.525381501090003,0.670709649962762,0.6,0.72,41.37
254,"Malware","Insecure API","Web Attack","Medium",6.83,19.61,30.38,49.04,"No",48.27,0.642212189616253,0.312478154491437,0.408128308938026,0.503883391850197,0.5,0.59,30.79
255,"Phishing","System Misconfiguration","Social Engineering","Medium",5.66,15.68,26.51,53.25,"Yes",52.92,0.510158013544018,0.243795875567983,0.347866708190595,0.553356740078732,0.53,0.62,36.35
256,"DDoS","Cross Site Scripting","Web Attack","Critical",8.91,44.62,48.88,45.51,"No",73.42,0.876975169300226,0.749563089828731,0.69620056057303,0.771465049473348,0.66,0.57,43.69
257,"Malware","Privilege Escalation","Network Attack","High",8.8,40.9,40.65,82.78,"No",65.55,0.864559819413093,0.684550856343936,0.568047337278107,0.687732737525269,0.61,0.8,36.92
258,"Phishing","Open Port","Social Engineering","High",7.18,13.91,26.69,86.7,"Yes",57.84,0.681715575620768,0.212862635442153,0.350669573341638,0.60570273433344,0.56,0.82,36.62
259,"Phishing","Privilege Escalation","Web Attack","Medium",4.66,18.99,17.16,83.66,"No",27.69,0.397291196388262,0.301642782243971,0.202273435066957,0.284923928077455,0.37,0.8,19.64
260,"Insider Threat","Privilege Escalation","Network Attack","Medium",5.99,10.97,21.8,93.88,"No",32.25,0.547404063205418,0.161481999300944,0.274525070071629,0.333439727630599,0.4,0.86,22.7
261,"Insider Threat","Open Port","Web Attack","Low",2.88,9.11,10.25,84.93,"Yes",26.06,0.196388261851016,0.128975882558546,0.0946745562130177,0.267581657623151,0.36,0.81,22.22
262,"Insider Threat","System Misconfiguration","Social Engineering","Medium",5.51,22.89,33.35,46.3,"No",40.77,0.493227990970655,0.369800768961901,0.45437558393024,0.424087668900947,0.45,0.58,29.59
263,"DDoS","System Misconfiguration","Network Attack","Critical",9.47,24.56,55.21,88.05,"No",62.88,0.940180586907449,0.398986368402656,0.794767985051386,0.659325460155336,0.6,0.83,38.88
264,"Insider Threat","System Misconfiguration","Social Engineering","Medium",5.09,17.71,28.67,75.96,"No",31.35,0.445823927765237,0.279272981475009,0.381501090003114,0.323864240876689,0.39,0.76,20.96
265,"Phishing","Weak Encryption","Network Attack","Medium",6.01,17.4,25.63,73.75,"No",37.95,0.549661399548533,0.273855295351276,0.334163811896605,0.394084477072029,0.44,0.74,25.44
266,"DDoS","Cross Site Scripting","Network Attack","Medium",6.59,19.65,16.37,48.28,"No",46.71,0.615124153498871,0.313177210765467,0.18997197134849,0.487285881476753,0.49,0.59,29.12
267,"Phishing","Weak Encryption","Network Attack","Medium",6.04,19.15,27.95,49.5,"Yes",57.53,0.553047404063206,0.304439007340091,0.370289629398941,0.602404511118204,0.56,0.6,35.86
268,"Phishing","Outdated Software","Network Attack","Low",3.25,6.59,7.9,50.51,"Yes",32.78,0.238148984198646,0.0849353372946522,0.0580815945188415,0.339078625385679,0.4,0.6,26.8
269,"Malware","Outdated Software","Web Attack","Medium",5.54,17.51,21.82,70.41,"No",35.25,0.496613995485327,0.275777700104858,0.274836499532856,0.365358016810299,0.42,0.72,24.01
270,"Phishing","Open Port","Web Attack","Medium",6.74,19.47,16.96,82.97,"No",42.49,0.632054176072235,0.310031457532331,0.199159140454687,0.442387488030642,0.47,0.8,26.18
271,"Insider Threat","Weak Encryption","Web Attack","Critical",8.92,38.79,42.91,42.15,"No",71.65,0.878103837471783,0.64767563788885,0.603238866396761,0.752633258857325,0.65,0.55,45.51
272,"Malware","Weak Password","Network Attack","Medium",6.18,16.27,23.53,48.32,"No",42.49,0.568848758465011,0.254106955609927,0.301463718467767,0.442387488030642,0.47,0.59,26.98
273,"Malware","Outdated Software","Social Engineering","Low",2.69,8.85,8.33,88.13,"Yes",24.18,0.174943566591422,0.124432016777351,0.0647773279352227,0.247579529737206,0.35,0.83,22.57
274,"Malware","Insecure API","Web Attack","Medium",5.67,14.35,20.65,48,"Yes",53.22,0.511286681715576,0.220552254456484,0.256617876051074,0.556548568996702,0.53,0.59,31.3
275,"DDoS","Outdated Software","Web Attack","Low",3.21,7.03,9.9,78.14,"No",13.53,0.233634311512415,0.0926249563089829,0.0892245406415447,0.134269603149271,0.28,0.77,13.23
276,"DDoS","Open Port","Network Attack","Low",3.3,4.83,12.33,86.16,"Yes",27.09,0.243792325056433,0.0541768612373296,0.127063220180629,0.278540270241515,0.37,0.82,21.16
277,"Insider Threat","Weak Password","Social Engineering","Medium",6.77,12.87,17.93,81.74,"Yes",55.27,0.635440180586907,0.194687172317372,0.214263469324198,0.578359399936163,0.55,0.79,39.56
278,"Phishing","Outdated Software","Web Attack","High",8.21,18.96,25.27,57.37,"No",56.44,0.797968397291197,0.301118490038448,0.328558081594519,0.590807532716246,0.55,0.64,32.17
279,"Malware","Outdated Software","Social Engineering","Medium",6.02,19.97,25.19,71.02,"No",39.48,0.55079006772009,0.318769660957707,0.327312363749611,0.410362804553676,0.45,0.73,28.53
280,"DDoS","SQL Injection","Network Attack","High",8.32,31.97,42.24,62.13,"No",61.69,0.81038374717833,0.528486543166725,0.592805979445656,0.646664538780721,0.59,0.67,37.95
281,"DDoS","SQL Injection","Network Attack","High",8.48,29.74,53.59,40.46,"Yes",80.16,0.828442437923251,0.489514155889549,0.769542198691996,0.843174805830407,0.71,0.54,49.07
282,"Malware","Privilege Escalation","Web Attack","High",8.77,29.59,49.73,67.17,"No",63.12,0.86117381489842,0.486892694861936,0.709436312675179,0.661878923289712,0.6,0.7,44.62
283,"Phishing","Weak Password","Web Attack","Medium",6.52,17.45,27,54.91,"Yes",59.35,0.607223476297968,0.274729115693813,0.355496729990657,0.621768273220555,0.57,0.63,36.31
284,"Malware","Privilege Escalation","Web Attack","Low",2.77,7.6,9,54.41,"Yes",29.3,0.183972911963883,0.102586508213911,0.0752102148863282,0.302053409937227,0.38,0.63,28.02
285,"Malware","Outdated Software","Social Engineering","Low",2.55,7.34,12.5,85.51,"No",7.98,0.159142212189616,0.0980426424327158,0.129710370601059,0.0752207681668263,0.25,0.81,12.76
286,"Phishing","System Misconfiguration","Network Attack","Medium",5.38,17.3,15.85,80.23,"No",32.53,0.478555304740406,0.272107654666201,0.181874805356587,0.336418767954038,0.4,0.78,21.77
287,"Malware","Weak Password","Social Engineering","Low",3.14,10.34,8.55,61.57,"No",16.9,0.225733634311512,0.15047186298497,0.06820305200872,0.170124481327801,0.3,0.67,13.37
288,"Malware","Weak Encryption","Web Attack","Low",2.55,7.56,13.6,66.48,"Yes",25.87,0.159142212189616,0.101887451939881,0.146838990968546,0.265560165975104,0.36,0.7,26.2
289,"Malware","Open Port","Social Engineering","High",7.31,28.61,29,83.93,"No",50.04,0.696388261851016,0.4697658161482,0.38663967611336,0.52271518246622,0.51,0.8,29.16
290,"DDoS","Insecure API","Web Attack","Medium",6.8,26.11,23.5,66.95,"Yes",63.03,0.63882618510158,0.426074799021321,0.300996574275926,0.660921374614321,0.6,0.7,40.06
291,"Malware","Privilege Escalation","Web Attack","High",8.55,36.77,33.64,49.58,"Yes",82.13,0.836343115124154,0.612373296050332,0.458891311118032,0.864134482391744,0.72,0.6,44.77
292,"Malware","Open Port","Web Attack","High",7.42,47.65,40.4,83.69,"Yes",73.41,0.708803611738149,0.802516602586508,0.564154469012769,0.771358655176082,0.66,0.8,42.36
293,"Malware","SQL Injection","Network Attack","Medium",5.79,14.03,25.72,73.1,"Yes",50.16,0.524830699774266,0.214959804264243,0.335565244472127,0.523991914033408,0.51,0.74,32.59
294,"Insider Threat","Weak Password","Web Attack","Medium",3.97,7.54,12.04,70.79,"No",20.21,0.31941309255079,0.101537923802866,0.122547492992837,0.205340993722736,0.32,0.72,17.74
295,"DDoS","System Misconfiguration","Social Engineering","Critical",9.37,34.92,40.51,56.05,"Yes",86.12,0.928893905191874,0.580041943376442,0.565867331049517,0.906585807000745,0.74,0.64,54.4
296,"Insider Threat","Cross Site Scripting","Network Attack","Medium",6.15,14.63,25.51,76.87,"Yes",52.34,0.565462753950339,0.225445648374694,0.332295235129243,0.547185870837323,0.53,0.76,30.9
297,"Insider Threat","Weak Encryption","Web Attack","Medium",5.39,23.58,12.57,54.2,"Yes",54.04,0.479683972911964,0.38185948968892,0.130800373715353,0.565272901372486,0.54,0.63,37.36
298,"Malware","Privilege Escalation","Network Attack","Low",3.82,7.02,17.96,44.36,"Yes",37.9,0.302483069977427,0.0924501922404753,0.214730613516039,0.393552505585701,0.44,0.57,25.25
299,"Malware","Privilege Escalation","Web Attack","High",8.54,38.37,48.1,63.45,"No",65.58,0.835214446952596,0.640335547011534,0.684054811585176,0.688051920417066,0.61,0.68,43.4
300,"DDoS","Weak Encryption","Social Engineering","Low",3.7,9.04,17.99,65.96,"Yes",34.61,0.288939051918736,0.127752534078993,0.215197757707879,0.358548781785296,0.42,0.7,21.7
301,"DDoS","Outdated Software","Web Attack","High",7.03,18.79,33.95,92.62,"Yes",57.86,0.664785553047404,0.29814750087382,0.463718467767051,0.605915522927971,0.56,0.86,37.46
302,"Malware","Cross Site Scripting","Web Attack","Critical",9.11,39.55,54.96,60.56,"Yes",85.49,0.899548532731377,0.660957707095421,0.790875116786048,0.899882966273008,0.74,0.66,50.51
303,"DDoS","Weak Encryption","Web Attack","High",8.81,40.08,42.8,71.26,"No",67.03,0.86568848758465,0.670220202726319,0.601526004360012,0.703479093520587,0.62,0.73,44.68
304,"DDoS","Open Port","Network Attack","High",8.79,35.28,39.88,76.63,"No",64.13,0.863431151241535,0.586333449842712,0.556057303020866,0.672624747313544,0.6,0.76,44.53
305,"DDoS","Weak Password","Web Attack","Critical",10,31.09,42.15,72.34,"Yes",86.58,1,0.513107305138064,0.591404546870134,0.911479944674965,0.75,0.73,49.87
306,"Phishing","Weak Password","Network Attack","High",7.39,17.92,30.84,70.72,"No",48.3,0.705417607223476,0.282943026913667,0.415291186546247,0.504202574741994,0.5,0.72,31.49
307,"Malware","Open Port","Social Engineering","Medium",5.65,17.95,23.75,91.94,"Yes",47.96,0.509029345372461,0.283467319119189,0.304889442541264,0.500585168634961,0.5,0.85,34.31
308,"Malware","SQL Injection","Network Attack","High",8.02,32.88,39.76,69.45,"Yes",73.88,0.776523702031603,0.544390073400909,0.554188726253504,0.776359187147569,0.67,0.72,47.8
309,"Phishing","Cross Site Scripting","Web Attack","High",6.97,16.84,24.59,61.27,"Yes",61.35,0.658013544018059,0.264068507514855,0.3179694799128,0.643047132673689,0.59,0.67,36.4
310,"Phishing","SQL Injection","Network Attack","Medium",5.45,18.86,16.94,65.12,"No",35.96,0.486455981941309,0.299370849353373,0.19884771099346,0.372912011916161,0.42,0.69,22.59
311,"Phishing","Missing Security Patch","Network Attack","Low",1.14,11.76,14.27,78.37,"Yes",15.93,0,0.175288360713037,0.157271877919651,0.159804234493031,0.3,0.77,16.35
312,"Phishing","Insecure API","Web Attack","Critical",9.14,19.34,50.42,42.28,"Yes",80.41,0.90293453724605,0.307759524641734,0.720180629087512,0.845834663262049,0.71,0.55,43.95
313,"DDoS","SQL Injection","Network Attack","Critical",9.06,34.46,51.6,52.91,"No",69.29,0.893905191873589,0.572002796225096,0.738554967299907,0.727524204702628,0.64,0.62,46.87
314,"Malware","Insecure API","Social Engineering","High",7.21,17.51,34.73,82.85,"No",45.04,0.68510158013544,0.275777700104858,0.475864216754905,0.469518033833387,0.48,0.8,28.8
315,"Phishing","Open Port","Network Attack","High",7.09,22.9,23.42,84.1,"No",46.17,0.67155756207675,0.369975533030409,0.299750856431018,0.481540589424407,0.49,0.8,31.96
316,"Insider Threat","Weak Encryption","Network Attack","Medium",6.08,14.31,27.04,60.62,"Yes",54.2,0.557562076749436,0.219853198182454,0.356119588913111,0.566975210128737,0.54,0.66,35.94
317,"Insider Threat","Weak Password","Network Attack","Medium",6.44,18.37,21.6,44.89,"No",45.68,0.598194130925508,0.290807409996505,0.271410775459358,0.476327268858389,0.49,0.57,29.81
318,"Malware","Open Port","Social Engineering","Low",3.31,11.97,9.21,61.37,"No",18.78,0.244920993227991,0.178958406151695,0.0784802242292121,0.190126609213746,0.31,0.67,21.58
319,"Phishing","SQL Injection","Web Attack","High",8.42,25.18,35.07,66.28,"No",59.04,0.821670428893905,0.409821740650122,0.481158517595765,0.61847005000532,0.57,0.7,42.23
320,"Insider Threat","System Misconfiguration","Web Attack","High",8.5,32.26,40.06,50.87,"No",64.77,0.830699774266366,0.533554701153443,0.558860168171909,0.679433982338547,0.61,0.61,45.45
321,"Insider Threat","Missing Security Patch","Network Attack","Medium",5.5,17.21,30.67,87.87,"No",32.23,0.492099322799097,0.270534778049633,0.412644036125818,0.333226939036068,0.4,0.83,21.96
322,"Malware","Weak Password","Web Attack","Medium",5.88,12.87,19.65,73.74,"Yes",50.23,0.534988713318284,0.194687172317372,0.241046402989723,0.524736674114267,0.51,0.74,34.59
323,"Malware","Outdated Software","Network Attack","High",7.3,23.03,39.02,90.03,"No",46.78,0.695259593679458,0.372247465921007,0.542665836188103,0.488030641557612,0.49,0.84,33.87
324,"DDoS","Weak Password","Web Attack","High",8.02,26.96,60.91,90.31,"No",53.35,0.776523702031603,0.44092974484446,0.88352538150109,0.557931694861155,0.53,0.84,33.53
325,"Malware","Weak Encryption","Social Engineering","Medium",4.9,13.13,14.33,65.61,"Yes",44.72,0.424379232505643,0.199231038098567,0.158206166303332,0.466113416320885,0.48,0.69,32.49
326,"Malware","SQL Injection","Network Attack","Medium",6.05,13.83,19.5,64.42,"Yes",53.25,0.554176072234763,0.211464522894093,0.23871068203052,0.556867751888499,0.53,0.69,32.49
327,"Insider Threat","Missing Security Patch","Network Attack","Medium",5.75,23.12,28.33,40.46,"No",43.45,0.520316027088036,0.373820342537574,0.376206789162255,0.452601340568146,0.47,0.54,31.69
328,"Malware","Insecure API","Social Engineering","High",7,17.25,17.23,75.24,"No",44.62,0.661399548532731,0.271233834323663,0.203363438181252,0.465049473348228,0.48,0.75,28.22
329,"Phishing","SQL Injection","Network Attack","Medium",6.49,17.14,23.48,92.25,"Yes",53.48,0.603837471783296,0.26931142957008,0.300685144814699,0.559314820725609,0.54,0.85,36.47
330,"Insider Threat","Open Port","Social Engineering","High",8.17,21.48,23.86,44.14,"Yes",74.13,0.793453724604966,0.345159035302342,0.306602304578013,0.77901904457921,0.67,0.56,44.26
331,"DDoS","Weak Encryption","Web Attack","High",7.37,32.99,52.92,54.67,"Yes",71.57,0.703160270880361,0.546312478154491,0.759109311740891,0.7517821044792,0.65,0.63,46.62
332,"Malware","Weak Password","Network Attack","Medium",6.54,19.09,30.23,49.73,"No",45.92,0.609480812641084,0.303390422929046,0.405792587978823,0.478880731992765,0.49,0.6,33.03
333,"DDoS","Missing Security Patch","Social Engineering","Low",3.36,7.31,11.24,82,"Yes",29.18,0.250564334085779,0.0975183502271933,0.110090314543756,0.300776678370039,0.38,0.79,22.51
334,"Insider Threat","Cross Site Scripting","Network Attack","Medium",4.09,7.46,14.28,56.29,"No",23.15,0.332957110609481,0.100139811254806,0.157427592650265,0.236620917118842,0.34,0.64,22.44
335,"Phishing","Outdated Software","Web Attack","High",7.84,26.1,46.02,42.47,"Yes",73.95,0.756207674943567,0.425900034952814,0.651666147617565,0.777103947228429,0.67,0.55,43.05
336,"Phishing","Open Port","Web Attack","Medium",4.11,7.18,10.27,85.28,"Yes",33.84,0.335214446952596,0.0952464173365956,0.0949859856742448,0.35035642089584,0.41,0.81,24.17
337,"DDoS","Insecure API","Web Attack","Low",3.64,19.5,20.49,58.03,"No",24.61,0.282167042889391,0.310555749737854,0.254126440361258,0.25215448451963,0.35,0.65,26.21
338,"DDoS","Cross Site Scripting","Network Attack","Medium",6.56,23.71,22.52,70.45,"No",44.85,0.611738148984199,0.384131422579518,0.285736530675802,0.467496542185339,0.48,0.72,36.04
339,"DDoS","Weak Encryption","Social Engineering","Medium",6.83,17.39,26.84,92.17,"No",40.92,0.642212189616253,0.273680531282768,0.353005294300841,0.425683583359932,0.46,0.85,30.91
340,"Insider Threat","Weak Password","Network Attack","Medium",5.16,19.67,31.52,66.91,"No",33.95,0.45372460496614,0.313526738902482,0.425879788227966,0.351526758165762,0.41,0.7,24.36
341,"Phishing","Open Port","Network Attack","Critical",9.96,26.69,49.27,74.88,"No",69.15,0.99548532731377,0.436211114994757,0.702273435066957,0.726034684540909,0.64,0.75,44.63
342,"Malware","Outdated Software","Network Attack","Medium",5.74,20.09,24.11,57.72,"No",39.58,0.519187358916479,0.320866829779797,0.310495172843351,0.411426747526333,0.45,0.65,28.01
343,"Phishing","System Misconfiguration","Social Engineering","Medium",5.98,20.73,28.73,74.89,"Yes",53.9,0.54627539503386,0.332051730164278,0.382435378386795,0.563783381210767,0.54,0.75,33.25
344,"Malware","Insecure API","Network Attack","High",8.9,38.25,48.03,43.62,"Yes",86.02,0.875846501128668,0.638238378189444,0.682964808470881,0.905521864028088,0.74,0.56,49.4
345,"Phishing","Weak Password","Network Attack","Low",3.72,8.18,14.75,84.85,"No",16.6,0.291196388261851,0.112722824187347,0.1647461849891,0.166932652409831,0.3,0.81,19.03
346,"Phishing","Insecure API","Network Attack","Critical",9.2,40.56,53.86,76.33,"Yes",84.15,0.909706546275395,0.67860887801468,0.773746496418561,0.885626130439408,0.73,0.76,46.22
347,"Insider Threat","Outdated Software","Web Attack","Critical",9.08,33.93,36.28,44.74,"No",70.45,0.896162528216704,0.562740300594198,0.5,0.739865943185445,0.64,0.57,38.47
348,"Phishing","Missing Security Patch","Web Attack","Low",3.11,6.26,11.1,86.44,"No",11.31,0.22234762979684,0.0791681230339042,0.107910308315167,0.110650069156293,0.27,0.82,15.41
349,"Malware","Insecure API","Social Engineering","Medium",5.73,17.21,19.88,68.2,"Yes",51.75,0.518058690744921,0.270534778049633,0.244627841793834,0.540908607298649,0.52,0.71,30.19
350,"DDoS","Open Port","Network Attack","High",8.26,37.49,46.71,61.5,"Yes",78.62,0.803611738148984,0.624956308982873,0.662410464029897,0.826790084051495,0.7,0.67,50.08
351,"Malware","SQL Injection","Social Engineering","High",8.42,42.09,31.87,77.54,"Yes",79.12,0.821670428893905,0.70534778049633,0.431329803799439,0.832109798914778,0.7,0.77,45.69
352,"Insider Threat","Missing Security Patch","Network Attack","Low",3.89,11.14,10.78,56.9,"Yes",38.12,0.31038374717833,0.164452988465571,0.102927436935534,0.395893180125545,0.44,0.64,28.5
353,"Phishing","System Misconfiguration","Social Engineering","Medium",6.55,15.77,24.89,87.92,"Yes",53.96,0.610609480812641,0.245368752184551,0.322640921831205,0.564421746994361,0.54,0.83,37.44
354,"Malware","Missing Security Patch","Network Attack","Medium",4.15,6.17,10.34,53.12,"Yes",38.57,0.339729119638826,0.0775952464173366,0.0960759887885394,0.4006809235025,0.44,0.62,28.67
355,"DDoS","SQL Injection","Network Attack","Critical",9.07,37.91,51.45,51.5,"Yes",85.95,0.895033860045147,0.632296399860189,0.736219246340704,0.904777103947228,0.74,0.61,45.76
356,"Insider Threat","SQL Injection","Network Attack","High",7.33,21.08,19.61,50.1,"No",52.21,0.698645598194131,0.338168472562041,0.240423544067269,0.545802744972869,0.53,0.6,37.85
357,"DDoS","Cross Site Scripting","Network Attack","Low",3.62,7.2,11.98,72.59,"Yes",32.35,0.279909706546275,0.0955959454736106,0.121613204609156,0.334503670603256,0.4,0.74,26.48
358,"Phishing","Privilege Escalation","Social Engineering","Critical",9.34,36.93,46.24,81.71,"Yes",82.91,0.925507900677201,0.615169521146452,0.655091871691062,0.872433237578466,0.72,0.79,45.17
359,"Phishing","Open Port","Social Engineering","Medium",6.09,19.59,19.11,81.11,"No",38.31,0.558690744920993,0.312128626354422,0.232637807536593,0.397914671773593,0.44,0.79,32.85
360,"Insider Threat","Missing Security Patch","Network Attack","Medium",5.82,24.47,28.08,94.41,"No",36.37,0.528216704288939,0.397413491786089,0.372313920896917,0.377274178104054,0.43,0.87,25.74
361,"Malware","Privilege Escalation","Network Attack","Medium",5.33,13.09,20.2,94.99,"No",28.33,0.472911963882619,0.198531981824537,0.249610713173466,0.291733163102458,0.38,0.87,20.96
362,"Malware","Weak Password","Web Attack","Medium",6.72,19.73,22.16,42.58,"Yes",63.56,0.62979683972912,0.314575323313527,0.280130800373715,0.666560272369401,0.6,0.56,36.84
363,"Insider Threat","Outdated Software","Web Attack","Low",3.21,9.96,11.08,91.92,"No",12.63,0.233634311512415,0.143830828381685,0.10759887885394,0.124694116395361,0.27,0.85,15.86
364,"Phishing","Weak Password","Network Attack","Medium",6.15,19.41,24.09,87.72,"No",37.64,0.565462753950339,0.308982873121286,0.310183743382124,0.390786253856793,0.43,0.83,28.17
365,"Phishing","System Misconfiguration","Social Engineering","Low",2.91,7.17,8.76,40.49,"No",17.18,0.199774266365689,0.0950716532680881,0.0714730613516039,0.173103521651239,0.3,0.54,16.07
366,"DDoS","Weak Password","Network Attack","Critical",9.03,44.32,46.95,64.95,"Yes",86.19,0.890519187358917,0.744320167773506,0.666147617564622,0.907330567081604,0.74,0.69,48.88
367,"Malware","System Misconfiguration","Social Engineering","Medium",4.15,6.7,11.58,67.88,"Yes",36.55,0.339729119638826,0.0868577420482349,0.115384615384615,0.379189275454836,0.43,0.71,29.04
368,"Malware","Weak Encryption","Network Attack","Medium",6.08,12.28,25.44,60.63,"Yes",53.36,0.557562076749436,0.184376092275428,0.331205232014949,0.558038089158421,0.53,0.66,35.9
369,"Phishing","Insecure API","Social Engineering","Low",3.88,9.37,15.95,71.67,"Yes",35.18,0.309255079006772,0.133519748339741,0.183431952662722,0.364613256729439,0.42,0.73,27.78
370,"Phishing","Missing Security Patch","Network Attack","Low",2.32,9.24,14.15,70.28,"No",9.41,0.133182844243792,0.131247815449144,0.155403301152289,0.0904351526758166,0.25,0.72,17.34
371,"Phishing","Open Port","Web Attack","Medium",6.01,20.41,17.93,83.64,"Yes",52.69,0.549661399548533,0.326459279972038,0.214263469324198,0.550909671241621,0.53,0.8,34.29
372,"Phishing","Insecure API","Web Attack","Medium",6.39,5.48,26.56,65.1,"Yes",52.18,0.59255079006772,0.0655365256903181,0.348645281843662,0.545483562081072,0.53,0.69,31.27
373,"Insider Threat","Missing Security Patch","Network Attack","High",7.64,24.17,11.7,53.32,"Yes",70.16,0.733634311512415,0.392170569730863,0.117253192151978,0.736780508564741,0.64,0.62,45.73
374,"Phishing","Open Port","Social Engineering","Critical",9.07,32.55,44.8,66.4,"Yes",81.58,0.895033860045147,0.538622859140161,0.632668950482716,0.858282796042132,0.71,0.7,45.96
375,"Phishing","SQL Injection","Network Attack","Low",1.73,8.77,10.42,86.23,"Yes",17.66,0.0665914221218962,0.12303390422929,0.0973217066334475,0.178210447919991,0.31,0.82,22.26
376,"Insider Threat","System Misconfiguration","Web Attack","Critical",8.96,33.66,36.8,94.56,"No",62.01,0.882618510158014,0.558021670744495,0.508097165991903,0.650069156293223,0.59,0.87,37.51
377,"DDoS","System Misconfiguration","Network Attack","Medium",6.5,20.38,25.27,53.43,"Yes",60.64,0.604966139954853,0.325934987766515,0.328558081594519,0.635493137567826,0.58,0.62,34.11
378,"Malware","Privilege Escalation","Web Attack","Medium",6.71,16.14,31.42,74.27,"Yes",57.29,0.628668171557562,0.251835022719329,0.424322640921831,0.599851047983828,0.56,0.75,34.08
379,"Phishing","System Misconfiguration","Web Attack","High",8.45,30.94,53.33,65.23,"No",61.74,0.825056433408578,0.510485844110451,0.765493615696045,0.64719651026705,0.59,0.69,35.65
380,"Insider Threat","Cross Site Scripting","Web Attack","High",7.2,20.72,26.1,86.66,"Yes",60.71,0.683972911963883,0.331876966095771,0.341482404235441,0.636237897648686,0.58,0.82,36.48
381,"DDoS","Missing Security Patch","Social Engineering","Medium",4.78,5.98,15.41,79.99,"Yes",38.82,0.410835214446953,0.0742747291156938,0.175023357209592,0.403340780934142,0.44,0.78,28.62
382,"DDoS","Outdated Software","Social Engineering","Critical",9.9,35.38,49.69,50.52,"Yes",90.88,0.988713318284424,0.588081090527788,0.708813453752725,0.957229492499202,0.77,0.6,50.64
383,"Phishing","Privilege Escalation","Social Engineering","Medium",6.75,22.77,20.71,54.94,"No",48.11,0.633182844243792,0.367703600139811,0.257552164434756,0.502181083093946,0.5,0.63,36.72
384,"DDoS","Cross Site Scripting","Web Attack","Critical",9.33,23.04,61.62,49.48,"Yes",82.08,0.924379232505643,0.372422229989514,0.89458112737465,0.863602510905415,0.72,0.6,48.57
385,"Phishing","Weak Password","Web Attack","Medium",5.69,16.74,26.29,69.36,"No",36.09,0.513544018058691,0.26232086682978,0.344440984117097,0.374295137780615,0.42,0.72,28.35
386,"Insider Threat","Weak Encryption","Network Attack","Medium",5.07,16.95,25.31,58.36,"No",33.55,0.443566591422122,0.265990912268438,0.329180940516973,0.347270986275136,0.41,0.65,30.62
387,"Malware","SQL Injection","Network Attack","Medium",5.89,26.11,16.07,91.85,"Yes",52.92,0.536117381489842,0.426074799021321,0.185300529430084,0.553356740078732,0.53,0.85,35.9
388,"Malware","Privilege Escalation","Network Attack","High",8.63,43.25,38.31,93,"No",63.73,0.845372460496614,0.725620412443202,0.531610090314544,0.668368975422917,0.6,0.86,37.24
389,"Malware","System Misconfiguration","Social Engineering","High",8.6,48.6,30.06,57.68,"Yes",86.01,0.841986455981941,0.819119189094722,0.403145437558393,0.905415469730822,0.74,0.65,49.65
390,"Malware","SQL Injection","Web Attack","Low",2.86,5.6,13.89,77.18,"No",10.66,0.194130925507901,0.0676336945124082,0.151354718156338,0.103734439834025,0.26,0.76,12.43
391,"Insider Threat","SQL Injection","Social Engineering","Medium",5.42,19.87,21.77,46.78,"No",38.87,0.483069977426637,0.317022020272632,0.274057925879788,0.40387275242047,0.44,0.58,23.96
392,"Malware","Cross Site Scripting","Network Attack","Medium",6.06,21.42,25.69,79.04,"Yes",54.15,0.555304740406321,0.344110450891297,0.335098100280287,0.566443238642409,0.54,0.77,36.19
393,"DDoS","System Misconfiguration","Web Attack","Medium",4.45,15.86,28.57,82.1,"Yes",40.2,0.373589164785553,0.246941628801118,0.379943942696979,0.418023193956804,0.45,0.79,31.14
394,"DDoS","Missing Security Patch","Web Attack","Critical",10,27.2,43.17,58.24,"No",72.14,1,0.44512408248864,0.607287449392713,0.757846579423343,0.65,0.65,43.32
395,"Malware","Outdated Software","Network Attack","Low",3.43,6.53,7.85,51.9,"Yes",33.87,0.258465011286682,0.0838867528836071,0.0573030208657739,0.350675603787637,0.41,0.61,29.86
396,"Malware","System Misconfiguration","Network Attack","Medium",4.97,10.96,7.78,64.71,"Yes",44.47,0.432279909706546,0.161307235232436,0.0562130177514793,0.463453558889243,0.48,0.69,30.79
397,"Malware","Outdated Software","Social Engineering","Low",1.99,7.45,13.29,61.68,"Yes",22.68,0.0959367945823928,0.0999650471862985,0.142011834319527,0.231620385147356,0.34,0.67,21.78
398,"Malware","Cross Site Scripting","Social Engineering","High",8.61,42.9,43.03,71.62,"Yes",81.69,0.843115124153499,0.719503670045439,0.605107443164123,0.859453133312054,0.72,0.73,44.86
399,"Malware","Outdated Software","Social Engineering","High",7.88,45.64,43.13,78.18,"No",61.72,0.760722347629797,0.767389024816498,0.606664590470259,0.646983721672518,0.59,0.77,34.56
