"Record_ID","Threat","Vulnerability","Attack_Type","Severity","CVSS_Score","Detection_Time","Response_Time","Security_Control_Effectiveness","Attack_Success","Risk_Score"
283,"Phishing","Weak Password","Web Attack","Medium",6.52,17.45,27,54.91,"Yes",59.35
284,"Malware","Privilege Escalation","Web Attack","Low",2.77,7.6,9,54.41,"Yes",29.3
285,"Malware","Outdated Software","Social Engineering","Low",2.55,7.34,12.5,85.51,"No",7.98
286,"Phishing","System Misconfiguration","Network Attack","Medium",5.38,17.3,15.85,80.23,"No",32.53
287,"Malware","Weak Password","Social Engineering","Low",3.14,10.34,8.55,61.57,"No",16.9
288,"Malware","Weak Encryption","Web Attack","Low",2.55,7.56,13.6,66.48,"Yes",25.87
289,"Malware","Open Port","Social Engineering","High",7.31,28.61,29,83.93,"No",50.04
290,"DDoS","Insecure API","Web Attack","Medium",6.8,26.11,23.5,66.95,"Yes",63.03
291,"Malware","Privilege Escalation","Web Attack","High",8.55,36.77,33.64,49.58,"Yes",82.13
292,"Malware","Open Port","Web Attack","High",7.42,47.65,40.4,83.69,"Yes",73.41
293,"Malware","SQL Injection","Network Attack","Medium",5.79,14.03,25.72,73.1,"Yes",50.16
294,"Insider Threat","Weak Password","Web Attack","Medium",3.97,7.54,12.04,70.79,"No",20.21
295,"DDoS","System Misconfiguration","Social Engineering","Critical",9.37,34.92,40.51,56.05,"Yes",86.12
296,"Insider Threat","Cross Site Scripting","Network Attack","Medium",6.15,14.63,25.51,76.87,"Yes",52.34
297,"Insider Threat","Weak Encryption","Web Attack","Medium",5.39,23.58,12.57,54.2,"Yes",54.04
298,"Malware","Privilege Escalation","Network Attack","Low",3.82,7.02,17.96,44.36,"Yes",37.9
299,"Malware","Privilege Escalation","Web Attack","High",8.54,38.37,48.1,63.45,"No",65.58
300,"DDoS","Weak Encryption","Social Engineering","Low",3.7,9.04,17.99,65.96,"Yes",34.61
301,"DDoS","Outdated Software","Web Attack","High",7.03,18.79,33.95,92.62,"Yes",57.86
302,"Malware","Cross Site Scripting","Web Attack","Critical",9.11,39.55,54.96,60.56,"Yes",85.49
303,"DDoS","Weak Encryption","Web Attack","High",8.81,40.08,42.8,71.26,"No",67.03
304,"DDoS","Open Port","Network Attack","High",8.79,35.28,39.88,76.63,"No",64.13
305,"DDoS","Weak Password","Web Attack","Critical",10,31.09,42.15,72.34,"Yes",86.58
306,"Phishing","Weak Password","Network Attack","High",7.39,17.92,30.84,70.72,"No",48.3
307,"Malware","Open Port","Social Engineering","Medium",5.65,17.95,23.75,91.94,"Yes",47.96
308,"Malware","SQL Injection","Network Attack","High",8.02,32.88,39.76,69.45,"Yes",73.88
309,"Phishing","Cross Site Scripting","Web Attack","High",6.97,16.84,24.59,61.27,"Yes",61.35
310,"Phishing","SQL Injection","Network Attack","Medium",5.45,18.86,16.94,65.12,"No",35.96
311,"Phishing","Missing Security Patch","Network Attack","Low",1.14,11.76,14.27,78.37,"Yes",15.93
312,"Phishing","Insecure API","Web Attack","Critical",9.14,19.34,50.42,42.28,"Yes",80.41
313,"DDoS","SQL Injection","Network Attack","Critical",9.06,34.46,51.6,52.91,"No",69.29
314,"Malware","Insecure API","Social Engineering","High",7.21,17.51,34.73,82.85,"No",45.04
315,"Phishing","Open Port","Network Attack","High",7.09,22.9,23.42,84.1,"No",46.17
316,"Insider Threat","Weak Encryption","Network Attack","Medium",6.08,14.31,27.04,60.62,"Yes",54.2
317,"Insider Threat","Weak Password","Network Attack","Medium",6.44,18.37,21.6,44.89,"No",45.68
318,"Malware","Open Port","Social Engineering","Low",3.31,11.97,9.21,61.37,"No",18.78
319,"Phishing","SQL Injection","Web Attack","High",8.42,25.18,35.07,66.28,"No",59.04
320,"Insider Threat","System Misconfiguration","Web Attack","High",8.5,32.26,40.06,50.87,"No",64.77
321,"Insider Threat","Missing Security Patch","Network Attack","Medium",5.5,17.21,30.67,87.87,"No",32.23
322,"Malware","Weak Password","Web Attack","Medium",5.88,12.87,19.65,73.74,"Yes",50.23
323,"Malware","Outdated Software","Network Attack","High",7.3,23.03,39.02,90.03,"No",46.78
324,"DDoS","Weak Password","Web Attack","High",8.02,26.96,60.91,90.31,"No",53.35
325,"Malware","Weak Encryption","Social Engineering","Medium",4.9,13.13,14.33,65.61,"Yes",44.72
326,"Malware","SQL Injection","Network Attack","Medium",6.05,13.83,19.5,64.42,"Yes",53.25
327,"Insider Threat","Missing Security Patch","Network Attack","Medium",5.75,23.12,28.33,40.46,"No",43.45
328,"Malware","Insecure API","Social Engineering","High",7,17.25,17.23,75.24,"No",44.62
329,"Phishing","SQL Injection","Network Attack","Medium",6.49,17.14,23.48,92.25,"Yes",53.48
330,"Insider Threat","Open Port","Social Engineering","High",8.17,21.48,23.86,44.14,"Yes",74.13
331,"DDoS","Weak Encryption","Web Attack","High",7.37,32.99,52.92,54.67,"Yes",71.57
332,"Malware","Weak Password","Network Attack","Medium",6.54,19.09,30.23,49.73,"No",45.92
333,"DDoS","Missing Security Patch","Social Engineering","Low",3.36,7.31,11.24,82,"Yes",29.18
334,"Insider Threat","Cross Site Scripting","Network Attack","Medium",4.09,7.46,14.28,56.29,"No",23.15
335,"Phishing","Outdated Software","Web Attack","High",7.84,26.1,46.02,42.47,"Yes",73.95
336,"Phishing","Open Port","Web Attack","Medium",4.11,7.18,10.27,85.28,"Yes",33.84
337,"DDoS","Insecure API","Web Attack","Low",3.64,19.5,20.49,58.03,"No",24.61
338,"DDoS","Cross Site Scripting","Network Attack","Medium",6.56,23.71,22.52,70.45,"No",44.85
339,"DDoS","Weak Encryption","Social Engineering","Medium",6.83,17.39,26.84,92.17,"No",40.92
340,"Insider Threat","Weak Password","Network Attack","Medium",5.16,19.67,31.52,66.91,"No",33.95
341,"Phishing","Open Port","Network Attack","Critical",9.96,26.69,49.27,74.88,"No",69.15
342,"Malware","Outdated Software","Network Attack","Medium",5.74,20.09,24.11,57.72,"No",39.58
343,"Phishing","System Misconfiguration","Social Engineering","Medium",5.98,20.73,28.73,74.89,"Yes",53.9
344,"Malware","Insecure API","Network Attack","High",8.9,38.25,48.03,43.62,"Yes",86.02
345,"Phishing","Weak Password","Network Attack","Low",3.72,8.18,14.75,84.85,"No",16.6
346,"Phishing","Insecure API","Network Attack","Critical",9.2,40.56,53.86,76.33,"Yes",84.15
347,"Insider Threat","Outdated Software","Web Attack","Critical",9.08,33.93,36.28,44.74,"No",70.45
348,"Phishing","Missing Security Patch","Web Attack","Low",3.11,6.26,11.1,86.44,"No",11.31
349,"Malware","Insecure API","Social Engineering","Medium",5.73,17.21,19.88,68.2,"Yes",51.75
350,"DDoS","Open Port","Network Attack","High",8.26,37.49,46.71,61.5,"Yes",78.62
351,"Malware","SQL Injection","Social Engineering","High",8.42,42.09,31.87,77.54,"Yes",79.12
352,"Insider Threat","Missing Security Patch","Network Attack","Low",3.89,11.14,10.78,56.9,"Yes",38.12
353,"Phishing","System Misconfiguration","Social Engineering","Medium",6.55,15.77,24.89,87.92,"Yes",53.96
354,"Malware","Missing Security Patch","Network Attack","Medium",4.15,6.17,10.34,53.12,"Yes",38.57
355,"DDoS","SQL Injection","Network Attack","Critical",9.07,37.91,51.45,51.5,"Yes",85.95
356,"Insider Threat","SQL Injection","Network Attack","High",7.33,21.08,19.61,50.1,"No",52.21
357,"DDoS","Cross Site Scripting","Network Attack","Low",3.62,7.2,11.98,72.59,"Yes",32.35
358,"Phishing","Privilege Escalation","Social Engineering","Critical",9.34,36.93,46.24,81.71,"Yes",82.91
359,"Phishing","Open Port","Social Engineering","Medium",6.09,19.59,19.11,81.11,"No",38.31
360,"Insider Threat","Missing Security Patch","Network Attack","Medium",5.82,24.47,28.08,94.41,"No",36.37
361,"Malware","Privilege Escalation","Network Attack","Medium",5.33,13.09,20.2,94.99,"No",28.33
362,"Malware","Weak Password","Web Attack","Medium",6.72,19.73,22.16,42.58,"Yes",63.56
363,"Insider Threat","Outdated Software","Web Attack","Low",3.21,9.96,11.08,91.92,"No",12.63
364,"Phishing","Weak Password","Network Attack","Medium",6.15,19.41,24.09,87.72,"No",37.64
365,"Phishing","System Misconfiguration","Social Engineering","Low",2.91,7.17,8.76,40.49,"No",17.18
366,"DDoS","Weak Password","Network Attack","Critical",9.03,44.32,46.95,64.95,"Yes",86.19
367,"Malware","System Misconfiguration","Social Engineering","Medium",4.15,6.7,11.58,67.88,"Yes",36.55
368,"Malware","Weak Encryption","Network Attack","Medium",6.08,12.28,25.44,60.63,"Yes",53.36
369,"Phishing","Insecure API","Social Engineering","Low",3.88,9.37,15.95,71.67,"Yes",35.18
370,"Phishing","Missing Security Patch","Network Attack","Low",2.32,9.24,14.15,70.28,"No",9.41
371,"Phishing","Open Port","Web Attack","Medium",6.01,20.41,17.93,83.64,"Yes",52.69
372,"Phishing","Insecure API","Web Attack","Medium",6.39,5.48,26.56,65.1,"Yes",52.18
373,"Insider Threat","Missing Security Patch","Network Attack","High",7.64,24.17,11.7,53.32,"Yes",70.16
374,"Phishing","Open Port","Social Engineering","Critical",9.07,32.55,44.8,66.4,"Yes",81.58
375,"Phishing","SQL Injection","Network Attack","Low",1.73,8.77,10.42,86.23,"Yes",17.66
376,"Insider Threat","System Misconfiguration","Web Attack","Critical",8.96,33.66,36.8,94.56,"No",62.01
377,"DDoS","System Misconfiguration","Network Attack","Medium",6.5,20.38,25.27,53.43,"Yes",60.64
378,"Malware","Privilege Escalation","Web Attack","Medium",6.71,16.14,31.42,74.27,"Yes",57.29
379,"Phishing","System Misconfiguration","Web Attack","High",8.45,30.94,53.33,65.23,"No",61.74
380,"Insider Threat","Cross Site Scripting","Web Attack","High",7.2,20.72,26.1,86.66,"Yes",60.71
381,"DDoS","Missing Security Patch","Social Engineering","Medium",4.78,5.98,15.41,79.99,"Yes",38.82
382,"DDoS","Outdated Software","Social Engineering","Critical",9.9,35.38,49.69,50.52,"Yes",90.88
383,"Phishing","Privilege Escalation","Social Engineering","Medium",6.75,22.77,20.71,54.94,"No",48.11
384,"DDoS","Cross Site Scripting","Web Attack","Critical",9.33,23.04,61.62,49.48,"Yes",82.08
385,"Phishing","Weak Password","Web Attack","Medium",5.69,16.74,26.29,69.36,"No",36.09
386,"Insider Threat","Weak Encryption","Network Attack","Medium",5.07,16.95,25.31,58.36,"No",33.55
387,"Malware","SQL Injection","Network Attack","Medium",5.89,26.11,16.07,91.85,"Yes",52.92
388,"Malware","Privilege Escalation","Network Attack","High",8.63,43.25,38.31,93,"No",63.73
389,"Malware","System Misconfiguration","Social Engineering","High",8.6,48.6,30.06,57.68,"Yes",86.01
390,"Malware","SQL Injection","Web Attack","Low",2.86,5.6,13.89,77.18,"No",10.66
391,"Insider Threat","SQL Injection","Social Engineering","Medium",5.42,19.87,21.77,46.78,"No",38.87
392,"Malware","Cross Site Scripting","Network Attack","Medium",6.06,21.42,25.69,79.04,"Yes",54.15
393,"DDoS","System Misconfiguration","Web Attack","Medium",4.45,15.86,28.57,82.1,"Yes",40.2
394,"DDoS","Missing Security Patch","Web Attack","Critical",10,27.2,43.17,58.24,"No",72.14
395,"Malware","Outdated Software","Network Attack","Low",3.43,6.53,7.85,51.9,"Yes",33.87
396,"Malware","System Misconfiguration","Network Attack","Medium",4.97,10.96,7.78,64.71,"Yes",44.47
397,"Malware","Outdated Software","Social Engineering","Low",1.99,7.45,13.29,61.68,"Yes",22.68
398,"Malware","Cross Site Scripting","Social Engineering","High",8.61,42.9,43.03,71.62,"Yes",81.69
399,"Malware","Outdated Software","Social Engineering","High",7.88,45.64,43.13,78.18,"No",61.72
400,"Insider Threat","Insecure API","Social Engineering","Low",3.27,7.47,12.17,43.32,"No",19.4
401,"Insider Threat","Cross Site Scripting","Network Attack","Medium",4.11,20.73,28.61,77.27,"Yes",40.5
402,"Malware","Privilege Escalation","Social Engineering","Medium",4,7.18,12.3,85.01,"No",18.14
403,"Insider Threat","Open Port","Web Attack","High",7.7,37.52,38.46,88.45,"No",55.61
404,"DDoS","Privilege Escalation","Web Attack","High",7.39,14.3,14.7,44.78,"No",50.7
405,"Phishing","Privilege Escalation","Network Attack","Medium",6.36,11.48,20.36,53.66,"No",41.03
406,"Phishing","SQL Injection","Network Attack","Medium",4.14,11.74,11.21,86.03,"No",20.8
407,"DDoS","Weak Password","Social Engineering","Medium",4.28,5.25,17.19,60.63,"No",22.94
408,"Malware","Privilege Escalation","Web Attack","High",8.7,29.54,48.18,71.58,"Yes",76.95
409,"Phishing","Privilege Escalation","Web Attack","Medium",5.47,18.2,25.51,54.04,"No",37.48
410,"DDoS","SQL Injection","Network Attack","Critical",9.52,31.03,42,40.98,"No",72.9
411,"Phishing","Cross Site Scripting","Network Attack","High",8.79,41.28,60.16,63.95,"No",68.43
412,"Insider Threat","Outdated Software","Social Engineering","Medium",4.77,9.92,6.29,89.86,"No",23.85
413,"Malware","Privilege Escalation","Web Attack","Medium",4.26,9.51,9.91,93.72,"No",19.55
414,"Phishing","Insecure API","Network Attack","Low",3.05,5.26,11.96,64.97,"No",13.7
415,"Malware","Weak Encryption","Network Attack","High",8.76,22.73,32.35,66.16,"No",60.51
416,"Malware","SQL Injection","Network Attack","Low",3.64,5.95,11.1,81.64,"Yes",30.61
417,"Insider Threat","System Misconfiguration","Network Attack","Critical",9.41,32.02,46.02,66.89,"Yes",83.61
418,"Phishing","Weak Password","Web Attack","Medium",6.75,13.5,31.21,84.76,"Yes",54.97
419,"Phishing","Privilege Escalation","Network Attack","Medium",4.23,10.55,10.72,78.25,"Yes",37.12
420,"Malware","Privilege Escalation","Web Attack","Medium",4.88,20.04,28.09,91.48,"No",28.47
421,"Phishing","Outdated Software","Web Attack","High",8.49,24.88,22.68,46.15,"No",62.43
422,"DDoS","Weak Encryption","Social Engineering","High",8,39.35,60.95,82.66,"No",59.31
423,"DDoS","Weak Password","Web Attack","Medium",5.14,14.88,33.74,85.64,"Yes",44.05
424,"Phishing","Insecure API","Network Attack","Medium",4.97,8.39,7.14,70.5,"Yes",42.57
425,"Insider Threat","Weak Encryption","Social Engineering","Medium",5.71,22.67,35.77,66.22,"Yes",54.12
426,"DDoS","Missing Security Patch","Network Attack","Medium",6.19,15.47,26.53,46.69,"Yes",57.49
427,"Phishing","Weak Encryption","Network Attack","Low",3.62,6.18,13.78,53.22,"Yes",34.8
428,"Phishing","System Misconfiguration","Social Engineering","Medium",4.61,8.03,13.88,84.55,"No",22.81
429,"Malware","Privilege Escalation","Web Attack","High",8.88,38.23,43.29,75.53,"Yes",81.1
430,"Insider Threat","Missing Security Patch","Web Attack","High",7.28,18.93,22.49,72.28,"Yes",62.68
431,"Insider Threat","Outdated Software","Web Attack","Medium",6.77,21.83,24.63,63.5,"No",46.58
432,"DDoS","Outdated Software","Social Engineering","Low",1.36,11.27,9.75,87.34,"No",0.91
433,"Phishing","Privilege Escalation","Social Engineering","Medium",5.89,24.47,15.51,64.19,"No",41.36
434,"Insider Threat","SQL Injection","Network Attack","Medium",5.2,15,18.44,60.66,"Yes",48.33
435,"Malware","SQL Injection","Web Attack","High",7.19,23.06,27.5,64.98,"Yes",64.83
436,"DDoS","Open Port","Network Attack","Medium",5.8,16.31,22.16,64.24,"Yes",52.52
437,"Malware","Missing Security Patch","Web Attack","Low",3.08,8.97,14.73,91.65,"No",11.4
438,"Phishing","Cross Site Scripting","Social Engineering","Low",3.13,8.64,4.84,58.68,"Yes",31.6
439,"Malware","Insecure API","Network Attack","High",8.75,28.85,53.79,55.96,"Yes",79.42
440,"Malware","Weak Password","Social Engineering","High",7.27,9.21,29.61,59.91,"No",45.57
441,"Malware","Insecure API","Web Attack","Medium",5.69,17.34,29.49,85.65,"No",33.93
442,"DDoS","Open Port","Web Attack","Medium",4.05,6.36,12.96,47.77,"Yes",38.74
443,"DDoS","Insecure API","Social Engineering","Low",3.13,10.5,7.29,71.09,"Yes",30.42
444,"Malware","Weak Encryption","Social Engineering","Medium",4.16,10.78,4.17,62.69,"Yes",39
445,"Insider Threat","Open Port","Web Attack","Medium",4.02,7.27,12.33,61.48,"No",21.81
446,"DDoS","System Misconfiguration","Network Attack","Medium",5.96,20.77,29.64,56.76,"No",41.49
447,"DDoS","Privilege Escalation","Web Attack","Critical",9.12,34.26,41.61,54.28,"No",69.37
448,"Malware","SQL Injection","Social Engineering","High",8.6,33.41,46.64,91.81,"Yes",74.8
449,"Phishing","Weak Password","Web Attack","High",8.12,39.09,37.01,59.62,"No",63.55
450,"DDoS","Privilege Escalation","Web Attack","High",7.66,36.8,48.32,45.82,"No",61.48
451,"Phishing","Missing Security Patch","Social Engineering","High",7.12,20.9,26.1,61.52,"No",48.99
452,"Phishing","Weak Password","Web Attack","Medium",4.05,6.04,8.58,64.26,"Yes",36.15
453,"Malware","Weak Encryption","Social Engineering","Low",2.53,8.09,13.98,87.43,"Yes",22.81
454,"Malware","Privilege Escalation","Network Attack","High",7.02,23.93,26.65,67.54,"No",48.55
455,"Malware","Missing Security Patch","Web Attack","Low",3.4,6.68,12.76,51.95,"No",18.66
456,"Insider Threat","SQL Injection","Network Attack","High",8.65,32.72,39.58,60.94,"No",64.53
457,"Insider Threat","System Misconfiguration","Web Attack","Medium",5.29,14.07,32.34,92.24,"No",28.85
458,"DDoS","Weak Password","Network Attack","High",8.88,31.99,32.37,50.57,"Yes",82.34
459,"Malware","Outdated Software","Social Engineering","Medium",6.37,16.01,24.57,63.77,"Yes",56.45
460,"Malware","Missing Security Patch","Network Attack","Low",3.33,9.55,11.79,69.87,"No",16.68
461,"Insider Threat","Open Port","Web Attack","Low",3.36,12.75,15.26,54.12,"No",20.48
462,"Phishing","Insecure API","Network Attack","Low",3.6,6.54,15.54,65.49,"No",18.02
463,"Phishing","SQL Injection","Social Engineering","Medium",5.36,17.81,29.26,53.17,"No",36.67
464,"Malware","Outdated Software","Web Attack","Medium",5.83,16.53,27.2,70.28,"Yes",51.88
465,"DDoS","Missing Security Patch","Web Attack","Low",3.61,7.5,11.37,71.6,"No",17.54
466,"Malware","Weak Encryption","Network Attack","Medium",6.43,19.87,31.47,85.15,"No",40.15
467,"Malware","SQL Injection","Web Attack","Low",3.16,10.63,7.6,92.79,"Yes",27.49
468,"DDoS","Cross Site Scripting","Web Attack","Low",2.98,5.29,12.93,88.22,"No",9.77
469,"Malware","SQL Injection","Network Attack","Medium",6.58,12.54,25.24,62.62,"Yes",56.67
470,"Insider Threat","SQL Injection","Network Attack","High",8.06,38.46,32.56,80.54,"No",59.72
471,"Malware","Missing Security Patch","Web Attack","High",6.98,17.82,19.82,65.4,"No",46.17
472,"Insider Threat","Cross Site Scripting","Network Attack","Low",3.43,7.47,10.91,78.37,"Yes",30.27
473,"Phishing","Cross Site Scripting","Web Attack","Medium",4.85,15.66,24.13,71.97,"No",29.43
474,"DDoS","System Misconfiguration","Social Engineering","Medium",4.87,19.21,31.87,65.17,"Yes",46.96
475,"DDoS","System Misconfiguration","Network Attack","High",6.9,14.81,21.72,68.89,"No",43.92
476,"Phishing","SQL Injection","Web Attack","High",8.37,39.24,44.68,54.59,"Yes",81.13
477,"DDoS","Privilege Escalation","Network Attack","High",8.04,24.42,49.47,52.6,"Yes",73.15
478,"Malware","Open Port","Web Attack","Medium",5.26,19.99,25.37,74.48,"No",33.65
479,"Malware","Open Port","Social Engineering","Critical",9.21,42.66,33.61,86.12,"No",68.58
480,"DDoS","Weak Encryption","Network Attack","Medium",4.32,9.38,11.08,50.43,"Yes",41.41
481,"Malware","Open Port","Social Engineering","Low",3.48,8.98,13.98,46.01,"No",21.08
482,"Insider Threat","Open Port","Network Attack","High",7.5,45.21,33.74,61.21,"No",61.4
483,"Phishing","SQL Injection","Network Attack","Low",1.84,9.91,7.47,48.99,"No",9.46
484,"DDoS","Outdated Software","Network Attack","Medium",6,12.61,16.03,88.07,"No",33.82
485,"Insider Threat","Weak Password","Web Attack","Low",3.15,9.29,12.95,58.64,"Yes",31.95
486,"Malware","Missing Security Patch","Web Attack","Low",2.99,7.97,11.7,66.51,"Yes",29.11
487,"Malware","Weak Password","Network Attack","Low",3.48,7.11,13.08,61.47,"Yes",32.99
488,"DDoS","Weak Encryption","Social Engineering","Medium",5.23,19.51,23.3,55.8,"Yes",51.01
489,"Phishing","Weak Password","Network Attack","Low",3.23,9.41,10.72,86.97,"No",13.34
490,"Insider Threat","Missing Security Patch","Social Engineering","Low",2.71,5.59,14.01,55.04,"No",12.96
491,"Insider Threat","Insecure API","Web Attack","Low",1.63,7.17,12.54,54.66,"Yes",21.1
492,"Malware","Missing Security Patch","Web Attack","High",7.74,35.05,50.36,79.48,"Yes",71.26
493,"Phishing","System Misconfiguration","Network Attack","High",7.42,28.79,59.1,63.61,"No",53.93
494,"DDoS","SQL Injection","Network Attack","High",8.24,28.24,38.14,86.84,"No",55.96
495,"Malware","Weak Encryption","Social Engineering","Medium",5.81,18.74,21.48,60.34,"Yes",54.11
496,"Insider Threat","Weak Password","Social Engineering","Medium",6.38,20.81,26.68,77.61,"No",41.35
497,"Malware","System Misconfiguration","Web Attack","Critical",9.22,29.39,44.02,92.01,"No",62.53
498,"Malware","Weak Encryption","Social Engineering","Critical",9.17,35.38,46.7,86.3,"Yes",80.36
499,"DDoS","Weak Password","Web Attack","Low",3.54,8.37,11.93,90.95,"Yes",29.49
500,"DDoS","Cross Site Scripting","Web Attack","High",7.93,36.22,41.36,80.53,"Yes",72.92
501,"Phishing","Weak Encryption","Network Attack","Medium",4.65,6.94,12.46,47.97,"No",28.12
502,"Phishing","SQL Injection","Social Engineering","Medium",4.42,15.36,20.86,64.93,"Yes",42.37
503,"Malware","Weak Password","Network Attack","High",7.31,17.4,25.72,76.78,"No",46.6
504,"Malware","System Misconfiguration","Web Attack","Low",3.74,6.94,12.9,65.53,"No",19.13
505,"Phishing","SQL Injection","Social Engineering","High",7.56,20.47,28.57,45.35,"Yes",69.28
506,"Malware","Open Port","Network Attack","High",8.12,36.25,47.35,57.86,"Yes",77.63
507,"Phishing","Weak Password","Web Attack","Low",2.98,8.23,17.92,51.19,"No",16.45
508,"Phishing","System Misconfiguration","Network Attack","Medium",5.32,20.21,19.63,91.42,"Yes",46.63
509,"Insider Threat","Open Port","Web Attack","Medium",6.52,13.83,27.95,55.42,"Yes",57.84
510,"Phishing","Weak Password","Network Attack","Medium",5.06,18.08,31.71,47.52,"No",35.51
511,"Phishing","Weak Encryption","Web Attack","Medium",6,17.57,32.02,50.91,"Yes",56.39
512,"Malware","Privilege Escalation","Web Attack","Critical",10,52.38,41.85,79.29,"No",79.06
513,"Insider Threat","Open Port","Social Engineering","Low",2.66,9.3,13.31,72.47,"Yes",26.44
514,"Phishing","Open Port","Network Attack","Medium",4.53,8.3,12.48,75.37,"Yes",38.71
515,"DDoS","Weak Encryption","Network Attack","High",7.56,18.65,28.41,60.74,"Yes",66.28
516,"Malware","Cross Site Scripting","Network Attack","Medium",6.64,17.82,22.33,59.91,"Yes",59.59
517,"Phishing","Cross Site Scripting","Network Attack","Medium",5.9,10.21,31.39,74.12,"No",34.24
518,"DDoS","Cross Site Scripting","Network Attack","Low",2.22,6.82,10.89,81.67,"No",6.04
519,"Malware","Open Port","Network Attack","High",7.28,18.23,29.72,88.98,"No",44.94
520,"Insider Threat","Cross Site Scripting","Social Engineering","Medium",5.94,24.69,27.43,62.12,"Yes",57.1
521,"Phishing","System Misconfiguration","Network Attack","Medium",3.94,9.76,7.55,88.36,"Yes",33.21
522,"Phishing","Insecure API","Web Attack","Medium",6.19,18.86,21.17,80.21,"No",38.85
523,"Phishing","Cross Site Scripting","Social Engineering","Medium",6.21,15.11,26.1,41.05,"Yes",58.37
524,"Malware","Weak Password","Social Engineering","Medium",4.59,19.14,21.82,70.33,"No",29.26
525,"Phishing","Weak Encryption","Web Attack","Critical",9.36,21.19,45.34,61.98,"No",64.68
526,"DDoS","Open Port","Network Attack","High",8.55,41.58,32.36,67.3,"No",66.36
527,"Insider Threat","Open Port","Web Attack","Medium",5.71,20.85,28.06,77.57,"Yes",51.65
528,"Malware","Insecure API","Network Attack","Low",3.79,8.58,6.99,75.05,"No",18.67
529,"Insider Threat","SQL Injection","Web Attack","High",6.97,18.86,15.93,88.29,"No",43.06
530,"Phishing","Weak Password","Network Attack","Low",3.36,9.91,14.11,84.34,"No",14.84
531,"Insider Threat","Missing Security Patch","Network Attack","Medium",5.63,21.63,23.02,55.63,"Yes",54.73
532,"DDoS","SQL Injection","Web Attack","Critical",8.97,41.5,48.12,69.47,"No",68.95
533,"Phishing","Cross Site Scripting","Network Attack","Medium",5.61,21.28,32.39,70.3,"No",37.25
534,"Insider Threat","Insecure API","Network Attack","Medium",5.36,17.27,30.02,51.13,"No",36.79
535,"Malware","Cross Site Scripting","Social Engineering","Medium",5.43,11.12,22.53,92.18,"No",28.65
536,"DDoS","Cross Site Scripting","Network Attack","High",7.16,12.55,23.76,48.31,"No",47.89
537,"Phishing","Insecure API","Network Attack","Medium",4.27,8.09,13.7,71.84,"Yes",37.35
538,"Insider Threat","Weak Password","Social Engineering","High",7.66,21.6,27.96,51.4,"No",54.56
539,"Phishing","Privilege Escalation","Web Attack","Low",3.89,5.68,14.52,93.33,"No",15.52
540,"Malware","Weak Password","Web Attack","Medium",3.93,8.81,12.17,81.55,"Yes",33.83
541,"Insider Threat","Open Port","Network Attack","Medium",5.06,18.61,31.27,40.73,"Yes",51.73
542,"Malware","Cross Site Scripting","Network Attack","High",8.27,22.39,59.7,75.94,"Yes",70.47
543,"Insider Threat","Weak Password","Web Attack","Medium",5.69,22.56,28.12,93.85,"No",34.79
544,"Malware","Outdated Software","Network Attack","Critical",9.86,34.71,42.6,48.9,"No",75.57
545,"DDoS","Privilege Escalation","Network Attack","High",7.76,26.63,26.59,40.48,"No",58.89
546,"Insider Threat","Open Port","Social Engineering","Medium",6.35,20.97,21.64,58.11,"No",44.14
547,"Malware","Privilege Escalation","Network Attack","Medium",6.65,14.04,23.51,87.93,"No",38.96
548,"Insider Threat","System Misconfiguration","Network Attack","Medium",4.14,6.47,14.55,65.36,"Yes",36.74
549,"Insider Threat","Privilege Escalation","Social Engineering","Medium",6.65,23.73,35.83,87.09,"No",42.99
550,"Phishing","SQL Injection","Network Attack","Medium",5.68,19.56,32.79,89.61,"Yes",49.16
551,"Phishing","Privilege Escalation","Web Attack","Medium",6.38,15.38,20.01,59.36,"Yes",56.9
552,"Malware","Weak Password","Social Engineering","High",7.46,28.4,19.76,93.33,"Yes",64.58
553,"DDoS","SQL Injection","Network Attack","High",8.78,24.02,45.56,60.37,"No",62
554,"Insider Threat","System Misconfiguration","Social Engineering","Low",3.25,7.98,20.68,91.65,"Yes",27.22
555,"Phishing","Missing Security Patch","Web Attack","Low",2.38,8.86,17.5,75.14,"Yes",23.94
556,"DDoS","Weak Password","Network Attack","High",8.27,29.26,45.39,75.78,"Yes",73.24
557,"DDoS","Insecure API","Network Attack","High",7.37,16.63,19.87,71.21,"Yes",62.56
558,"Phishing","Open Port","Web Attack","Medium",6.26,9.93,17.62,90.64,"Yes",49.22
559,"Phishing","Weak Password","Network Attack","High",7.18,19.84,14.13,72.7,"No",47.27
560,"Malware","System Misconfiguration","Network Attack","Medium",6.76,8.78,22.77,52.44,"No",42.94
561,"Malware","System Misconfiguration","Web Attack","Medium",6.47,12.29,31.34,89.81,"No",36.73
562,"Insider Threat","Weak Encryption","Social Engineering","Medium",4.47,6.65,15.36,92.1,"Yes",35.15
563,"DDoS","Weak Password","Web Attack","Medium",6.38,20.6,28.36,72.49,"No",42
564,"Malware","System Misconfiguration","Web Attack","Low",2.47,3.95,18.62,64.46,"No",9.22
565,"DDoS","Weak Password","Network Attack","Medium",6.41,19.5,19.04,41.07,"No",46.5
566,"DDoS","System Misconfiguration","Social Engineering","Critical",9.49,47.88,57.22,48.95,"No",78.26
